query	target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits
ARO:3000251	WP_063854317.1	0.983	488	8	0	1	488	1	488	5e-324	980
ARO:3000300	WP_002387187.1	0.985	498	7	0	1	498	1	498	0.0	993
ARO:3000316	WP_063853866.1	0.986	301	4	0	1	301	1	301	1.934e-197	604
ARO:3000318	WP_000031017.1	1.0	302	0	0	1	302	1	302	3.948e-207	632
ARO:3000319	WP_063853881.1	1.0	299	0	0	1	299	1	299	5.245e-211	643
ARO:3000326	WP_063844770.1	0.965	381	13	0	1	381	1	370	1.23e-251	765
ARO:3000347	WP_001072197.1	0.995	243	1	0	1	243	1	243	3.635e-161	496
ARO:3000363	WP_063844486.1	0.99	419	4	0	1	419	1	419	6.432e-287	869
ARO:3000368	WP_029487031.1	1.0	343	0	0	1	343	1	343	1.316e-231	705
ARO:3000375	WP_063844850.1	0.975	248	6	0	1	248	1	248	4.603e-161	496
ARO:3000380	WP_063851230.1	1.0	182	0	0	1	182	1	182	1.175e-117	367
ARO:3000392	WP_003900446.1	1.0	179	0	0	1	179	1	179	4.579e-118	368
ARO:3000410	WP_063855091.1	0.989	278	3	0	2	279	6	283	7.446e-180	552
ARO:3000412	WP_001043265.1	0.996	271	1	0	1	271	1	271	9.825e-173	531
ARO:3000413	WP_000034420.1	1.0	263	0	0	1	263	1	263	1.8069999999999998e-170	524
ARO:3000423	WP_063845120.1	1.0	266	0	0	1	266	1	266	1.9939999999999998e-179	550
ARO:3000444	WP_063854910.1	1.0	865	0	0	1	865	1	865	0.0	1734
ARO:3000448	WP_063865663.1	1.0	511	0	0	1	511	1	511	0.0	1001
ARO:3000449	WP_033205177.1	1.0	330	0	0	1	330	1	330	7.409000000000001e-223	679
ARO:3000463	WP_053138975.1	1.0	417	0	0	1	417	1	417	5.341e-288	872
ARO:3000467	WP_023408309.1	1.0	270	0	0	1	270	1	270	1.819e-182	559
ARO:3000476	WP_031204920.1	1.0	403	0	0	8	410	1	403	1.438e-264	804
ARO:3000478	WP_010991840.1	1.0	407	0	0	1	407	1	407	1.371e-263	801
ARO:3000481	WP_005480402.1	0.951	369	18	0	1	369	165	533	1.381e-235	718
ARO:3000495	WP_063844769.1	1.0	287	0	0	1	287	1	287	2.941e-194	594
ARO:3000498	WP_063844773.1	0.973	266	7	0	1	266	1	266	1.8959999999999998e-171	527
ARO:3000510	WP_063854488.1	1.0	1033	0	0	1	1033	1	1033	0.0	2171
ARO:3000521	WP_000163435.1	0.996	1024	4	0	1	1024	1	1024	0.0	2141
ARO:3000522	WP_063844791.1	0.987	244	3	0	1	244	1	244	3.811e-161	496
ARO:3000556	WP_003454408.1	0.979	640	13	0	1	640	1	640	0.0	1289
ARO:3000561	WP_010973639.1	1.0	394	0	0	1	394	1	394	1.184e-258	786
ARO:3000565	WP_001100299.1	1.0	450	0	0	1	450	1	450	2.2710000000000002e-288	875
ARO:3000566	WP_004856455.1	1.0	395	0	0	1	395	1	395	6.123000000000001e-258	784
ARO:3000567	WP_015573055.1	0.997	406	1	0	1	406	1	406	2.0119999999999998e-267	812
ARO:3000569	WP_063855881.1	1.0	393	0	0	1	393	1	393	1.2389999999999998e-257	783
ARO:3000572	WP_063855882.1	1.0	428	0	0	1	428	1	428	2.4529999999999998e-276	839
ARO:3000578	WP_005808062.1	1.0	249	0	0	1	249	1	249	9.329999999999999e-171	524
ARO:3000579	WP_029728367.1	1.0	249	0	0	1	249	1	249	4.196999999999999e-171	525
ARO:3000582	WP_063842689.1	0.796	295	59	0	1	295	1	290	4.93e-158	490
ARO:3000589	WP_004201164.1	1.0	270	0	0	1	270	1	270	1.819e-182	559
ARO:3000590	WP_063860860.1	1.0	270	0	0	1	270	1	270	4.044e-182	558
ARO:3000592	WP_050364506.1	1.0	291	0	0	1	291	1	291	2.829e-205	626
ARO:3000593	WP_007286427.1	1.0	257	0	0	1	257	1	257	9.364e-175	536
ARO:3000594	WP_063844815.1	1.0	340	0	0	1	340	1	340	3.896e-235	715
ARO:3000595	WP_011117197.1	0.983	244	4	0	1	244	1	244	8.472e-161	495
ARO:3000596	WP_063844889.1	0.897	284	29	0	1	284	1	284	4.828e-170	524
ARO:3000598	WP_063844492.1	1.0	322	0	0	1	322	1	322	5.085e-223	679
ARO:3000599	WP_011133550.1	1.0	243	0	0	1	243	1	243	1.3550000000000001e-163	503
ARO:3000600	WP_063844504.1	1.0	281	0	0	1	281	1	281	1.4479999999999998e-190	583
ARO:3000601	WP_063844518.1	1.0	386	0	0	1	386	1	386	4.272e-266	807
ARO:3000602	WP_038563636.1	1.0	246	0	0	1	246	1	246	4.826e-168	516
ARO:3000604	WP_006745469.1	1.0	266	0	0	1	266	1	266	2.404e-177	544
ARO:3000605	WP_015345217.1	1.0	281	0	0	1	281	1	281	1.4479999999999998e-190	583
ARO:3000606	WP_058468956.1	1.0	282	0	0	1	282	1	282	2.8e-192	588
ARO:3000616	WP_063853591.1	0.995	405	2	0	1	405	1	405	6.755e-262	796
ARO:3000617	WP_000721309.1	0.998	668	1	0	1	668	1	668	0.0	1374
ARO:3000621	WP_000733283.1	0.96	281	11	0	1	281	1	281	2.19e-177	545
ARO:3000840	WP_012025466.1	1.0	248	0	0	1	248	1	248	2.173e-169	520
ARO:3000841	WP_002979282.1	1.0	242	0	0	1	242	1	242	1.0710000000000001e-165	509
ARO:3000842	WP_063860216.1	1.0	235	0	0	1	235	1	235	2.265e-162	499
ARO:3000843	WP_006259855.1	1.0	246	0	0	1	246	1	246	3.999e-170	522
ARO:3000844	WP_002988050.1	1.0	248	0	0	1	248	1	248	4.0029999999999997e-171	525
ARO:3000845	WP_015588753.1	1.0	250	0	0	1	250	1	250	1.1800000000000001e-168	518
ARO:3000846	WP_017901052.1	1.0	246	0	0	1	246	1	246	2.1710000000000002e-168	517
ARO:3000847	WP_032492430.1	1.0	241	0	0	1	241	1	241	3.01e-162	499
ARO:3000848	WP_063860203.1	1.0	251	0	0	1	251	1	251	1.127e-169	521
ARO:3000849	WP_071766619.1	1.0	234	0	0	1	234	20	253	2.6070000000000003e-160	493
ARO:3000850	WP_063860523.1	1.0	290	0	0	1	290	1	290	4.723e-199	608
ARO:3000851	WP_063842948.1	1.0	316	0	0	1	316	1	316	3.981e-214	653
ARO:3000853	WP_063857820.1	1.0	303	0	0	1	303	1	303	2.2430000000000002e-205	627
ARO:3000854	WP_063864723.1	1.0	280	0	0	1	280	1	280	4.46e-186	570
ARO:3000855	WP_063859390.1	1.0	289	0	0	1	289	1	289	2.944e-195	597
ARO:3000856	WP_011088970.1	1.0	294	0	0	1	294	1	294	1.391e-197	604
ARO:3000858	WP_000359986.1	1.0	257	0	0	1	257	1	257	1.028e-173	533
ARO:3000859	WP_063854824.1	1.0	251	0	0	1	251	1	251	6.115e-168	516
ARO:3000860	WP_012372818.1	1.0	251	0	0	1	251	1	251	1.359e-167	515
ARO:3000861	WP_000855769.1	1.0	281	0	0	1	281	1	281	1.745e-188	577
ARO:3000862	WP_063978071.1	1.0	274	0	0	1	274	1	274	1.085e-181	557
ARO:3000865	WP_063854495.1	1.0	415	0	0	1	415	1	415	1.4239999999999998e-284	862
ARO:3000866	WP_030778152.1	1.0	424	0	0	1	424	1	424	7.413e-288	872
ARO:3000873	WP_000027057.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000874	WP_011645017.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000875	WP_032488414.1	1.0	286	0	0	1	286	1	286	1.833e-190	583
ARO:3000876	WP_063864911.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000877	WP_109963600.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000878	WP_063864949.1	1.0	286	0	0	1	286	1	286	3.711e-191	585
ARO:3000880	WP_063865014.1	1.0	286	0	0	1	286	1	286	1.833e-190	583
ARO:3000881	WP_102607453.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000882	WP_000027061.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000883	WP_063864800.1	1.0	286	0	0	1	286	1	286	3.711e-191	585
ARO:3000884	WP_042065300.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000886	WP_032492108.1	1.0	286	0	0	1	286	1	286	1.833e-190	583
ARO:3000887	WP_063864870.1	1.0	286	0	0	1	286	1	286	3.711e-191	585
ARO:3000888	WP_063864877.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000890	WP_033560332.1	1.0	286	0	0	1	286	1	286	1.833e-190	583
ARO:3000891	WP_063864893.1	1.0	286	0	0	1	286	1	286	1.833e-190	583
ARO:3000892	WP_063864899.1	1.0	286	0	0	1	286	1	286	4.074e-190	582
ARO:3000893	WP_063864906.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000894	WP_015365452.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000896	WP_047028173.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000898	WP_063864909.1	1.0	286	0	0	1	286	1	286	3.711e-191	585
ARO:3000899	WP_032490103.1	1.0	286	0	0	1	286	1	286	3.711e-191	585
ARO:3000900	WP_021561477.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000901	WP_165539487.1	1.0	286	0	0	1	286	1	286	1.6700000000000002e-191	586
ARO:3000902	WP_052944427.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000903	WP_013279314.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000904	WP_015379489.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000905	WP_063864910.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000906	WP_075985685.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000907	WP_159373457.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000909	WP_148044474.1	1.0	286	0	0	1	286	1	286	9.053999999999999e-190	581
ARO:3000910	WP_021526512.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000912	WP_063864912.1	1.0	286	0	0	1	286	1	286	3.711e-191	585
ARO:3000914	WP_063864913.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000916	WP_063864914.1	1.0	286	0	0	1	286	1	286	1.833e-190	583
ARO:3000917	WP_063864915.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000918	WP_063864916.1	1.0	286	0	0	1	286	1	286	3.711e-191	585
ARO:3000921	WP_015058977.1	1.0	286	0	0	1	286	1	286	1.833e-190	583
ARO:3000922	WP_063864923.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000923	WP_063864930.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000924	WP_063864938.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000926	WP_032492330.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000929	WP_032489150.1	1.0	286	0	0	1	286	1	286	1.6700000000000002e-191	586
ARO:3000931	WP_055314004.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000934	WP_032490504.1	1.0	286	0	0	1	286	1	286	1.6700000000000002e-191	586
ARO:3000935	WP_032489741.1	1.0	286	0	0	1	286	1	286	1.833e-190	583
ARO:3000936	WP_063864974.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000937	WP_032490155.1	1.0	286	0	0	1	286	1	286	1.833e-190	583
ARO:3000938	WP_032489614.1	1.0	286	0	0	1	286	1	286	1.833e-190	583
ARO:3000939	WP_063864996.1	1.0	286	0	0	1	286	1	286	1.833e-190	583
ARO:3000942	WP_063864990.1	1.0	286	0	0	1	286	1	286	3.711e-191	585
ARO:3000944	WP_063865003.1	1.0	286	0	0	1	286	1	286	9.053999999999999e-190	581
ARO:3000946	WP_063865008.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000947	WP_063865024.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000948	WP_063865030.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000949	WP_063865036.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000950	WP_063865043.1	1.0	286	0	0	1	286	1	286	1.833e-190	583
ARO:3000951	WP_063865053.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000952	WP_032490101.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000953	WP_032490102.1	1.0	286	0	0	1	286	1	286	3.711e-191	585
ARO:3000954	WP_032489893.1	1.0	286	0	0	1	286	1	286	1.6700000000000002e-191	586
ARO:3000955	WP_032489980.1	1.0	286	0	0	1	286	1	286	1.833e-190	583
ARO:3000957	WP_032490026.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000958	WP_063865088.1	1.0	286	0	0	1	286	1	286	1.6700000000000002e-191	586
ARO:3000959	WP_063865103.1	1.0	286	0	0	1	286	1	286	1.833e-190	583
ARO:3000960	WP_032490317.1	1.0	286	0	0	1	286	1	286	1.833e-190	583
ARO:3000961	WP_032490318.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000962	WP_061659705.1	1.0	286	0	0	1	286	1	286	1.833e-190	583
ARO:3000963	WP_063865129.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000964	WP_063864793.1	1.0	286	0	0	1	286	1	286	1.833e-190	583
ARO:3000965	WP_063864794.1	1.0	286	0	0	1	286	1	286	1.833e-190	583
ARO:3000967	WP_063864795.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000968	WP_032221497.1	1.0	286	0	0	1	286	1	286	3.711e-191	585
ARO:3000969	WP_063864796.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000970	WP_063864797.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000971	WP_063864798.1	1.0	286	0	0	1	286	1	286	3.711e-191	585
ARO:3000972	WP_063864799.1	1.0	286	0	0	1	286	1	286	3.711e-191	585
ARO:3000973	WP_032494237.1	1.0	286	0	0	1	286	1	286	3.711e-191	585
ARO:3000974	WP_063864801.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000975	WP_063864802.1	1.0	286	0	0	1	286	1	286	4.074e-190	582
ARO:3000976	WP_063864803.1	1.0	286	0	0	1	286	1	286	1.833e-190	583
ARO:3000977	WP_063864804.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000978	WP_063864805.1	1.0	286	0	0	1	286	1	286	1.6700000000000002e-191	586
ARO:3000979	WP_000027050.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000982	WP_063864806.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000983	WP_063864807.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000984	WP_063864808.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000985	WP_063864809.1	1.0	285	0	0	1	285	1	285	8.637999999999999e-190	581
ARO:3000986	WP_063864810.1	1.0	285	0	0	1	285	1	285	3.8859999999999997e-190	582
ARO:3000987	WP_063864811.1	1.0	286	0	0	1	286	1	286	2.012e-189	580
ARO:3000988	WP_063864819.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000989	WP_032490959.1	1.0	286	0	0	1	286	1	286	1.833e-190	583
ARO:3000990	WP_032490960.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000993	WP_063864833.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000994	WP_063864843.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000995	WP_063864850.1	1.0	286	0	0	1	286	1	286	3.711e-191	585
ARO:3000996	WP_032490956.1	1.0	286	0	0	1	286	1	286	3.711e-191	585
ARO:3000997	WP_063864851.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000998	WP_063864852.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3000999	WP_015058868.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3001000	WP_063864853.1	1.0	286	0	0	1	286	1	286	3.711e-191	585
ARO:3001001	WP_063864854.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3001002	WP_032491283.1	1.0	286	0	0	1	286	1	286	4.074e-190	582
ARO:3001003	WP_032491449.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3001004	WP_032491376.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3001005	WP_063864855.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3001006	WP_063864856.1	1.0	286	0	0	1	286	1	286	1.6700000000000002e-191	586
ARO:3001007	WP_021598056.1	1.0	286	0	0	1	286	1	286	1.6700000000000002e-191	586
ARO:3001012	WP_063864857.1	1.0	286	0	0	1	286	1	286	1.6700000000000002e-191	586
ARO:3001013	WP_063864858.1	1.0	286	0	0	1	286	1	286	1.6700000000000002e-191	586
ARO:3001014	WP_063864859.1	1.0	286	0	0	1	286	1	286	3.711e-191	585
ARO:3001015	WP_048235862.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3001016	WP_063864860.1	1.0	286	0	0	1	286	1	286	1.833e-190	583
ARO:3001017	WP_063864861.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3001018	WP_063864862.1	1.0	286	0	0	1	286	1	286	1.6700000000000002e-191	586
ARO:3001019	WP_063864863.1	1.0	286	0	0	1	286	1	286	3.711e-191	585
ARO:3001020	WP_063864865.1	1.0	286	0	0	1	286	1	286	1.833e-190	583
ARO:3001021	WP_063864866.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3001022	WP_061158039.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3001023	WP_063864867.1	1.0	286	0	0	1	286	1	286	1.833e-190	583
ARO:3001024	WP_063864868.1	1.0	286	0	0	1	286	1	286	1.833e-190	583
ARO:3001025	WP_063864869.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3001026	WP_063864871.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3001028	WP_063864872.1	1.0	286	0	0	1	286	1	286	1.833e-190	583
ARO:3001029	WP_063864873.1	1.0	286	0	0	1	286	1	286	4.074e-190	582
ARO:3001030	WP_032492113.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3001032	WP_063864874.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3001033	WP_063864875.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3001034	WP_063864876.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3001035	WP_060615518.1	1.0	286	0	0	1	286	1	286	4.074e-190	582
ARO:3001037	WP_015058867.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3001041	WP_038976851.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3001042	WP_063864878.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3001043	WP_063864879.1	1.0	285	0	0	1	285	1	285	1.92e-189	580
ARO:3001044	WP_000027060.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3001045	WP_063864881.1	1.0	286	0	0	1	286	1	286	1.833e-190	583
ARO:3001046	WP_063864884.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3001047	WP_032494853.1	1.0	285	0	0	1	285	1	285	3.8859999999999997e-190	582
ARO:3001048	WP_063864885.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3001049	WP_063864886.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3001050	WP_063864887.1	1.0	286	0	0	1	286	1	286	4.074e-190	582
ARO:3001051	WP_077064889.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3001053	WP_063864888.1	1.0	286	0	0	1	286	1	286	3.381e-192	588
ARO:3001054	WP_063864889.1	1.0	286	0	0	1	286	1	286	3.711e-191	585
ARO:3001055	WP_063864890.1	1.0	286	0	0	1	286	1	286	1.6700000000000002e-191	586
ARO:3001056	WP_063864891.1	1.0	286	0	0	1	286	1	286	1.833e-190	583
ARO:3001057	WP_063864892.1	1.0	286	0	0	1	286	1	286	8.248000000000001e-191	584
ARO:3001059	WP_001620095.1	1.0	286	0	0	1	286	1	286	2.424e-187	574
ARO:3001060	WP_012477587.1	1.0	286	0	0	1	286	1	286	5.388e-187	573
ARO:3001061	WP_032488413.1	1.0	286	0	0	1	286	1	286	5.388e-187	573
ARO:3001062	WP_063864673.1	1.0	286	0	0	1	286	1	286	1.197e-186	572
ARO:3001063	WP_152330890.1	1.0	286	0	0	1	286	1	286	1.197e-186	572
ARO:3001064	WP_011117369.1	1.0	286	0	0	1	286	1	286	5.388e-187	573
ARO:3001066	WP_020316986.1	1.0	286	0	0	1	286	1	286	5.388e-187	573
ARO:3001067	WP_063864710.1	1.0	286	0	0	1	286	1	286	2.424e-187	574
ARO:3001068	WP_032488887.1	1.0	285	0	0	1	285	1	285	2.539e-186	571
ARO:3001070	WP_004176269.1	1.0	286	0	0	1	286	1	286	2.424e-187	574
ARO:3001072	WP_063864619.1	1.0	286	0	0	1	286	1	286	5.388e-187	573
ARO:3001073	WP_063864625.1	1.0	286	0	0	1	286	1	286	2.424e-187	574
ARO:3001074	WP_063864635.1	1.0	286	0	0	1	286	1	286	2.424e-187	574
ARO:3001075	WP_063864646.1	1.0	291	0	0	1	291	1	291	2.113e-191	586
ARO:3001076	WP_063864658.1	1.0	286	0	0	1	286	1	286	5.388e-187	573
ARO:3001082	WP_063864670.1	1.0	286	0	0	1	286	1	286	2.424e-187	574
ARO:3001083	WP_063864671.1	1.0	286	0	0	1	286	1	286	5.388e-187	573
ARO:3001084	WP_023280043.1	1.0	286	0	0	1	286	1	286	2.424e-187	574
ARO:3001085	WP_023282555.1	1.0	286	0	0	1	286	1	286	2.424e-187	574
ARO:3001086	WP_004179754.1	1.0	286	0	0	1	286	1	286	5.388e-187	573
ARO:3001087	WP_063864672.1	1.0	286	0	0	1	286	1	286	5.388e-187	573
ARO:3001088	WP_032491180.1	1.0	286	0	0	1	286	1	286	5.388e-187	573
ARO:3001089	WP_063864674.1	1.0	286	0	0	1	286	1	286	2.424e-187	574
ARO:3001090	WP_063864675.1	1.0	286	0	0	1	286	1	286	2.424e-187	574
ARO:3001091	WP_023325206.1	1.0	286	0	0	1	286	1	286	1.197e-186	572
ARO:3001092	WP_063864676.1	1.0	286	0	0	1	286	1	286	2.424e-187	574
ARO:3001093	WP_063864677.1	1.0	286	0	0	1	286	1	286	1.0909999999999999e-187	575
ARO:3001094	WP_063864678.1	1.0	286	0	0	1	286	1	286	2.424e-187	574
ARO:3001095	WP_063864679.1	1.0	286	0	0	1	286	1	286	2.424e-187	574
ARO:3001096	WP_063864680.1	1.0	286	0	0	1	286	1	286	2.424e-187	574
ARO:3001098	WP_063864681.1	1.0	286	0	0	1	286	1	286	1.0909999999999999e-187	575
ARO:3001099	WP_063864682.1	1.0	286	0	0	1	286	1	286	2.424e-187	574
ARO:3001100	WP_063864683.1	1.0	286	0	0	1	286	1	286	5.388e-187	573
ARO:3001101	WP_032490193.1	1.0	286	0	0	1	286	1	286	2.424e-187	574
ARO:3001102	WP_063864684.1	1.0	286	0	0	1	286	1	286	5.388e-187	573
ARO:3001103	WP_063864685.1	1.0	286	0	0	1	286	1	286	5.388e-187	573
ARO:3001104	WP_063864686.1	1.0	286	0	0	1	286	1	286	5.388e-187	573
ARO:3001105	WP_063864687.1	1.0	286	0	0	1	286	1	286	2.424e-187	574
ARO:3001106	WP_063864688.1	1.0	286	0	0	1	286	1	286	5.388e-187	573
ARO:3001107	WP_063864689.1	1.0	286	0	0	1	286	1	286	1.0909999999999999e-187	575
ARO:3001108	WP_063864690.1	1.0	286	0	0	1	286	1	286	1.197e-186	572
ARO:3001109	WP_063864691.1	1.0	286	0	0	1	286	1	286	5.388e-187	573
ARO:3001111	WP_063864692.1	1.0	286	0	0	1	286	1	286	1.197e-186	572
