query	target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits
aac(3)-VIII	WP_031136588.1	1.0	282	0	0	1	282	6	287	8.669e-197	601
aac(3)-VIIIa	WP_063856943.1	1.0	281	0	0	1	281	6	286	2.215e-194	594
aac(3)-Xa	WP_012377682.1	1.0	284	0	0	1	284	1	284	4.706999999999999e-196	599
aac(3)-XI	WP_046095284.1	1.0	148	0	0	1	148	1	148	8.587e-96	302
aac(6')-29a	WP_064190968.1	1.0	115	0	0	1	115	19	133	1.4919999999999998e-73	236
aac(6')-29b	WP_064190969.1	1.0	115	0	0	1	115	19	133	6.7000000000000004e-74	237
aac(6')-30-aac(6')-Ib'	WP_063838853.1	1.0	328	0	0	1	328	1	328	6.744e-223	679
aac(6')-31	WP_044424439.1	1.0	172	0	0	1	172	13	184	1.62e-117	366
aac(6')-32	WP_032491968.1	1.0	184	0	0	1	184	1	184	2.71e-126	392
aac(6')-33	WP_015059044.1	1.0	184	0	0	1	184	1	184	1.218e-126	393
aac(6')-aph(2'')	WP_032490744.1	0.997	479	1	0	1	479	1	479	0.0	1009
aac(6')-I30	WP_063840274.1	1.0	184	0	0	1	184	1	184	1.218e-126	393
aac(6')-Ia	WP_032489895.1	0.989	185	2	0	1	185	1	185	2.843e-126	392
aac(6')-Iaa	WP_004874306.1	0.597	143	57	0	1	143	1	142	7.256e-55	184
aac(6')-Iad	WP_063840277.1	1.0	144	0	0	1	144	1	144	1.576e-95	301
aac(6')-Iae	WP_003159545.1	1.0	183	0	0	1	183	1	183	1.278e-125	390
aac(6')-Iaf	WP_063840278.1	0.994	183	1	0	1	183	1	183	2.583e-126	392
aac(6')-Iag	WP_071593201.1	1.0	167	0	0	1	167	1	167	1.019e-111	349
aac(6')-Iai	WP_063840279.1	1.0	188	0	0	1	188	1	188	5.483e-129	400
aac(6')-Iaj	WP_069174568.1	1.0	184	0	0	1	184	1	184	6.027e-126	391
aac(6')-Ian	WP_000960976.1	1.0	190	0	0	1	190	1	190	2.984e-128	398
aac(6')-Ib11	WP_032490438.1	1.0	189	0	0	1	189	1	189	1.407e-127	396
aac(6')-Ic	WP_033649026.1	1.0	146	0	0	1	146	1	146	3.181e-97	306
aac(6')-If	WP_048233550.1	0.972	144	4	0	1	144	6	149	1.736e-94	298
aac(6')-Ig	WP_005081764.1	1.0	145	0	0	1	145	1	145	4.0539999999999995e-94	297
aac(6')-Ih	WP_016541245.1	0.986	146	2	0	1	146	1	146	8.592e-95	299
aac(6')-Ii	WP_008265821.1	1.0	182	0	0	1	182	1	182	3.2790000000000006e-123	383
aac(6')-IIa	WP_071846189.1	0.994	184	1	0	1	184	1	184	6.027e-126	391
aac(6')-IIb	WP_063840276.1	1.0	180	0	0	1	180	1	180	6.023000000000001e-124	385
aac(6')-IIc	WP_012695484.1	1.0	193	0	0	1	193	1	193	2.5880000000000004e-131	407
aac(6')-Iid	WP_010720790.1	1.0	182	0	0	1	182	1	182	1.622e-122	381
aac(6')-Iih	WP_005880220.1	1.0	183	0	0	1	183	1	183	7.649000000000001e-123	382
aac(6')-Ij	WP_016651650.1	1.0	146	0	0	1	146	1	146	1.5750000000000001e-96	304
aac(6')-Ik	WP_063840323.1	1.0	145	0	0	1	145	1	145	1.8219999999999998e-94	298
aac(6')-Il	WP_063840324.1	0.986	152	2	0	1	152	1	152	7.07e-100	314
aac(6')-Im	WP_010708502.1	1.0	178	0	0	1	178	1	178	1.2170000000000001e-123	384
aac(6')-Ip	WP_069453146.1	1.0	173	0	0	1	173	21	193	6.310000000000001e-120	373
aac(6')-Iq	WP_032489188.1	0.994	183	1	0	1	183	1	183	2.583e-126	392
aac(6')-Ir	WP_063840327.1	1.0	146	0	0	1	146	1	146	1.5750000000000001e-96	304
aac(6')-Is	WP_063840328.1	1.0	146	0	0	1	146	1	146	7.798e-96	302
aac(6')-Isa	WP_016575755.1	1.0	157	0	0	1	157	1	157	1.122e-105	331
aac(6')-It	WP_063840329.1	1.0	146	0	0	1	146	1	146	6.425e-98	308
aac(6')-Iu	WP_005208202.1	1.0	146	0	0	1	146	1	146	7.798e-96	302
aac(6')-Iv	WP_004652049.1	1.0	146	0	0	1	146	1	146	7.079e-97	305
aac(6')-Iw	WP_005296085.1	1.0	146	0	0	1	146	1	146	1.735e-95	301
aac(6')-Ix	WP_063840330.1	1.0	146	0	0	1	146	1	146	3.5050000000000003e-96	303
aacA43	WP_024437351.1	0.989	187	2	0	1	187	1	187	3.128e-126	392
aadA1	WP_032491824.1	0.996	263	1	0	1	263	1	263	1.4990000000000002e-172	530
aadA11	WP_032495379.1	1.0	263	0	0	1	263	1	263	1.4990000000000002e-172	530
aadA12	WP_031306504.1	1.0	263	0	0	1	263	1	263	1.4990000000000002e-172	530
aadA13	WP_012414180.1	1.0	265	0	0	1	265	1	265	6.147e-175	537
aadA14	WP_011264082.1	1.0	261	0	0	1	261	1	261	1.498e-171	527
aadA15	WP_025672409.1	1.0	263	0	0	1	263	1	263	3.0339999999999998e-173	532
aadA16	WP_032492255.1	1.0	281	0	0	1	281	1	281	1.1410000000000001e-184	566
aadA17	WP_063840416.1	1.0	263	0	0	1	263	1	263	6.744e-173	531
aadA2	WP_032490336.1	0.996	263	1	0	9	271	1	263	9.825e-173	531
aadA21	WP_063840435.1	1.0	263	0	0	1	263	1	263	6.744e-173	531
aadA22	WP_032491824.1	1.0	263	0	0	1	263	1	263	1.4990000000000002e-172	530
aadA3	WP_063840441.1	1.0	263	0	0	1	263	1	263	1.365e-173	533
aadA4	WP_063840444.1	0.98	262	5	0	1	262	1	262	1.57e-171	527
aadA5	WP_071846302.1	0.996	262	1	0	1	262	1	262	2.636e-174	535
aadA6	WP_022675713.1	1.0	281	0	0	1	281	1	281	5.132e-185	567
aadA7	WP_063840455.1	1.0	265	0	0	1	265	1	265	1.647e-172	530
aadA8	WP_063840457.1	1.0	263	0	0	1	263	1	263	6.744e-173	531
aadA9	WP_010991842.1	1.0	278	0	0	1	278	1	278	4.456e-185	567
aadD	WP_063840461.1	0.919	247	20	0	1	247	7	253	7.706e-155	478
aadE-Cc	WP_002785795.1	1.0	299	0	0	1	299	1	299	1.105e-202	619
aadK	WP_003229862.1	1.0	284	0	0	1	284	1	284	3.5570000000000003e-199	608
ampH	WP_077096319.1	1.0	264	0	0	1	264	1	264	6.768e-182	557
ampS	WP_011707905.1	1.0	264	0	0	1	264	1	264	1.504e-181	556
ant(2'')-Ia	WP_032490446.1	0.966	177	6	0	1	177	1	177	1.0180000000000001e-116	364
ant(3'')-Ia	WP_001910823.1	0.996	263	1	0	48	310	1	263	1.336e-171	530
ant(3'')-Ih-aac(6')-IId	WP_063839878.1	1.0	463	0	0	1	463	1	463	2.495e-311	942
ant(3'')-Ii-aac(6')-IId	WP_063839878.1	1.0	463	0	0	1	463	1	463	2.495e-311	942
ant(4')-Ib	WP_035202393.1	1.0	256	0	0	1	256	1	256	1.646e-176	541
ant(4')-IIa	WP_063840508.1	1.0	252	0	0	1	252	1	252	1.495e-175	538
ant(4')-IIb	WP_063840509.1	1.0	228	0	0	1	228	24	251	8.431e-153	471
ant(6)-Ia	WP_032491779.1	1.0	302	0	0	1	302	1	302	3.2770000000000005e-209	638
ant(6)-Ib	WP_003454325.1	1.0	285	0	0	1	285	1	285	1.842e-198	606
ant(9)-Ia	WP_000067268.1	1.0	260	0	0	1	260	1	260	1.429e-171	527
aph(2'')-Ib	WP_016439437.1	1.0	299	0	0	1	299	1	299	1.105e-202	619
aph(2'')-Ic	WP_018659526.1	1.0	306	0	0	1	306	1	306	1.0589999999999999e-206	631
aph(2'')-Id	WP_021401024.1	1.0	301	0	0	1	301	1	301	1.694e-207	633
aph(2'')-Ie	WP_032491359.1	1.0	301	0	0	1	301	1	301	8.369000000000001e-207	631
aph(2'')-If	WP_021424053.1	0.925	297	22	0	1	296	1	297	9.447e-186	570
aph(2'')-Ig	WP_021034342.1	1.0	306	0	0	1	306	1	306	8.794e-209	637
aph(2'')-Ih	WP_057098416.1	1.0	297	0	0	1	297	1	297	1.212e-200	613
aph(3'')-Ia	WP_012377648.1	1.0	272	0	0	1	272	1	272	6.796e-186	569
aph(3'')-Ib	WP_001082319.1	0.988	267	3	0	1	267	1	267	1.734e-181	556
aph(3'')-Ic	WP_063841015.1	1.0	250	0	0	1	250	5	254	5.8320000000000005e-168	516
aph(3')-Ia	WP_063842148.1	0.963	271	10	0	1	271	1	271	1.907e-182	559
aph(3')-Ib	WP_011205810.1	0.944	253	14	0	1	253	19	271	3.16e-159	491
aph(3')-Id	WP_010891085.1	1.0	271	0	0	1	271	1	271	5.903e-187	572
aph(3')-IIa	WP_000572405.1	1.0	264	0	0	1	264	1	264	8.964e-179	548
aph(3')-IIb	WP_003113011.1	1.0	268	0	0	1	268	1	268	8.178e-182	557
aph(3')-IIc	WP_012480135.1	1.0	270	0	0	1	270	1	270	2.782e-186	570
aph(3')-IIIa	WP_032491780.1	0.977	264	6	0	1	264	1	264	8.964e-179	548
aph(3')-IV	WP_063841674.1	1.0	262	0	0	1	262	1	262	7.426e-180	551
aph(3')-IX	WP_004861468.1	1.0	266	0	0	1	266	1	266	9.851999999999999e-179	548
aph(3')-Va	WP_031129630.1	1.0	268	0	0	1	268	1	268	5.624e-186	569
aph(3')-Vb	WP_063842178.1	1.0	264	0	0	1	264	1	264	1.247e-183	562
aph(3')-Vc	WP_063842179.1	1.0	264	0	0	1	264	1	264	5.612000000000001e-184	563
aph(3')-VIa	WP_000422636.1	1.0	259	0	0	1	259	1	259	5.585e-173	531
aph(3')-VIb	WP_000422633.1	1.0	259	0	0	1	259	1	259	2.759e-172	529
aph(3')-VIIa	WP_063842175.1	1.0	250	0	0	1	250	1	250	6.117e-176	539
aph(3')-VIII	WP_016656536.1	1.0	259	0	0	1	259	1	259	2.759e-172	529
aph(3')-XV	WP_034067921.1	0.988	262	3	0	7	268	3	264	1.8970000000000002e-172	530
aph(4)-Ia	WP_000742814.1	1.0	341	0	0	1	341	1	341	9.075e-235	714
aph(4)-Ib	WP_063842185.1	1.0	327	0	0	1	327	6	332	2.192e-226	689
aph(6)-Ia	WP_003970239.1	0.996	307	1	0	1	307	1	307	5.483e-206	629
aph(6)-Ib	WP_052413554.1	1.0	307	0	0	1	307	1	307	6.603e-204	623
aph(6)-Ic	WP_000116906.1	1.0	266	0	0	1	266	15	280	6.17e-184	563
aph(6)-Id	WP_011161217.1	0.996	278	1	0	1	278	1	278	1.663e-187	574
aph(7'')-Ia	WP_063842185.1	1.0	327	0	0	1	327	6	332	2.192e-226	689
aph(9)-Ia	WP_011215574.1	1.0	330	0	0	1	330	1	330	9.434e-229	696
aph(9)-Ib	WP_063842186.1	1.0	330	0	0	1	330	1	330	4.246e-229	697
armA	WP_000359986.1	1.0	257	0	0	1	257	1	257	1.028e-173	533
ARR-2	WP_000237816.1	1.0	150	0	0	1	150	1	150	2.16e-103	324
ARR-3	WP_001749986.1	1.0	150	0	0	1	150	1	150	2.16e-103	324
ARR-4	WP_033959319.1	1.0	150	0	0	1	150	1	150	4.805e-103	323
ARR-5	WP_052238312.1	1.0	150	0	0	1	150	1	150	4.805e-103	323
ARR-7	WP_044059783.1	1.0	150	0	0	1	150	1	150	4.805e-103	323
ARR-8	WP_063857695.1	1.0	150	0	0	1	150	1	150	4.805e-103	323
blaA	WP_011816299.1	0.947	267	14	0	1	267	17	283	8.902999999999999e-169	520
blaACC-1	WP_032491956.1	1.0	390	0	0	1	390	1	390	1.6559999999999998e-261	794
blaACC-1a	WP_039189232.1	1.0	390	0	0	1	390	1	390	1.6559999999999998e-261	794
blaACC-1b	WP_063857697.1	1.0	390	0	0	1	390	1	390	7.452e-262	795
blaACC-1c	WP_063857698.1	1.0	390	0	0	1	390	1	390	1.6559999999999998e-261	794
blaACC-1d	WP_008815550.1	1.0	390	0	0	1	390	1	390	3.6779999999999997e-261	793
blaACC-2	WP_063857702.1	1.0	390	0	0	1	390	1	390	3.6779999999999997e-261	793
blaACC-5	WP_063857715.1	1.0	386	0	0	1	386	1	386	8.149e-259	786
blaACC-7	WP_099156055.1	1.0	390	0	0	1	390	1	390	1.6559999999999998e-261	794
blaACI-1	WP_006555379.1	1.0	284	0	0	1	284	1	284	6.8380000000000005e-192	587
blaACT-1	WP_063857727.1	1.0	381	0	0	1	381	1	381	2.2e-262	796
blaACT-10	WP_063857730.1	1.0	381	0	0	1	381	1	381	9.902e-263	797
blaACT-12	WP_025206265.1	1.0	381	0	0	1	381	1	381	5.3609999999999995e-261	792
blaACT-14	WP_063138000.1	1.0	381	0	0	1	381	1	381	4.888e-262	795
blaACT-15	WP_023295792.1	1.0	381	0	0	1	381	1	381	1.086e-261	794
blaACT-16	WP_023315250.1	1.0	380	0	0	1	380	1	380	5.115e-261	792
blaACT-2	WP_023310120.1	1.0	381	0	0	1	381	1	381	2.2e-262	796
blaACT-3	WP_063857773.1	1.0	381	0	0	1	381	1	381	2.2e-262	796
blaACT-4	WP_059347269.1	1.0	380	0	0	1	380	1	380	1.086e-261	794
blaACT-5	WP_063857783.1	1.0	381	0	0	1	381	1	381	1.086e-261	794
blaACT-6	WP_032492324.1	1.0	381	0	0	1	381	1	381	9.902e-263	797
blaACT-7	WP_063857784.1	1.0	381	0	0	1	381	1	381	2.2e-262	796
blaACT-9	WP_013981172.1	1.0	380	0	0	1	380	1	380	1.0359999999999999e-261	794
blaADC-25	WP_001211217.1	1.0	383	0	0	1	383	1	383	5.888e-261	792
blaAER-1	WP_063857819.1	1.0	304	0	0	1	304	1	304	4.1080000000000004e-199	609
blaAST-1	WP_063857821.1	1.0	295	0	0	1	295	16	310	9.524000000000001e-194	593
blaB-10	WP_063857822.1	1.0	248	0	0	1	248	1	248	1.8009999999999998e-171	526
blaB-11	WP_063857823.1	1.0	249	0	0	1	249	1	249	9.329999999999999e-171	524
blaB-12	WP_063857824.1	1.0	249	0	0	1	249	1	249	3.821e-172	528
blaB-13	WP_063857825.1	1.0	249	0	0	1	249	1	249	3.821e-172	528
blaB-14	WP_034848068.1	1.0	248	0	0	1	248	1	248	1.8009999999999998e-171	526
blaB-2	WP_063857826.1	1.0	249	0	0	1	249	1	249	9.329999999999999e-171	524
blaB-3	WP_065161001.1	0.991	249	2	0	1	249	1	249	2.2779999999999997e-169	520
blaB-5	WP_063857828.1	1.0	249	0	0	1	249	1	249	3.821e-172	528
blaB-6	WP_068791546.1	1.0	248	0	0	1	248	2	249	1.8009999999999998e-171	526
blaB-7	WP_063857829.1	1.0	248	0	0	1	248	1	248	1.8009999999999998e-171	526
blaB-8	WP_059324801.1	1.0	248	0	0	1	248	1	248	1.8009999999999998e-171	526
blaB-9	WP_059154943.1	1.0	248	0	0	1	248	1	248	1.8009999999999998e-171	526
blaBEL-1	WP_063857830.1	1.0	283	0	0	1	283	1	283	1.1409999999999999e-185	569
blaBEL-2	WP_063857831.1	1.0	283	0	0	1	283	1	283	5.136e-186	570
blaBEL-3	WP_063857832.1	1.0	283	0	0	1	283	1	283	2.5369999999999998e-185	568
blaBEL1	WP_063857830.1	1.0	283	0	0	1	283	1	283	1.1409999999999999e-185	569
blaBEL2	WP_063857831.1	1.0	283	0	0	1	283	1	283	5.136e-186	570
blaBEL3	WP_063857832.1	1.0	283	0	0	1	283	1	283	2.5369999999999998e-185	568
blaBEL4	WP_065158950.1	1.0	283	0	0	1	283	1	283	1.1409999999999999e-185	569
blaBES-1	WP_015060700.1	1.0	292	0	0	1	292	1	292	3.722e-194	594
blaBIC-1	WP_063857833.1	1.0	294	0	0	1	294	1	294	1.5269999999999997e-196	601
blaBIL-1	WP_085562380.1	1.0	381	0	0	1	381	1	381	2.2e-262	796
blaBKC	WP_063857834.1	1.0	313	0	0	1	313	1	313	3.938e-204	624
blaBKC-1	WP_063857834.1	1.0	313	0	0	1	313	1	313	3.938e-204	624
blaBRO-1	WP_003657002.1	1.0	313	0	0	2	314	1	313	4.788e-211	644
blaBRO-2	WP_003665544.1	1.0	313	0	0	2	314	1	313	4.788e-211	644
blaCARB-1	WP_063857835.1	1.0	288	0	0	1	288	1	288	1.0919999999999998e-188	578
blaCARB-10	WP_063857836.1	1.0	298	0	0	1	298	1	298	4.0959999999999995e-196	600
blaCARB-11	WP_063857838.1	1.0	288	0	0	1	288	1	288	5.3919999999999994e-188	576
blaCARB-12	WP_063857839.1	1.0	288	0	0	1	288	1	288	1.198e-187	575
blaCARB-14	WP_063857843.1	1.0	298	0	0	1	298	1	298	9.103e-196	599
blaCARB-16	WP_015589625.1	1.0	298	0	0	1	298	1	298	4.0959999999999995e-196	600
blaCARB-17	WP_023624728.1	1.0	283	0	0	1	283	1	283	1.918e-188	577
blaCARB-18	WP_005459715.1	1.0	283	0	0	1	283	1	283	1.918e-188	577
blaCARB-19	WP_063857870.1	1.0	283	0	0	1	283	1	283	1.918e-188	577
blaCARB-2	WP_001931474.1	1.0	288	0	0	1	288	1	288	2.426e-188	577
blaCARB-20	WP_020835015.1	1.0	283	0	0	1	283	1	283	1.918e-188	577
blaCARB-21	WP_025632811.1	1.0	283	0	0	1	283	1	283	1.918e-188	577
blaCARB-22	WP_005479236.1	1.0	283	0	0	1	283	1	283	1.918e-188	577
blaCARB-23	WP_025442943.1	1.0	285	0	0	1	285	1	285	8.637999999999999e-190	581
blaCARB-24	WP_031413517.1	1.0	283	0	0	1	283	1	283	1.918e-188	577
blaCARB-25	WP_042771632.1	1.0	283	0	0	1	283	1	283	1.918e-188	577
blaCARB-26	WP_029795186.1	1.0	283	0	0	1	283	1	283	1.918e-188	577
blaCARB-27	WP_025623492.1	1.0	283	0	0	1	283	1	283	1.918e-188	577
blaCARB-28	WP_029839920.1	1.0	283	0	0	1	283	1	283	1.918e-188	577
blaCARB-29	WP_029834158.1	1.0	283	0	0	1	283	1	283	1.918e-188	577
blaCARB-3	WP_063859105.1	1.0	288	0	0	1	288	1	288	5.3919999999999994e-188	576
blaCARB-30	WP_005498292.1	1.0	283	0	0	1	283	1	283	4.2619999999999994e-188	576
blaCARB-31	WP_025546314.1	1.0	283	0	0	1	283	1	283	4.2619999999999994e-188	576
blaCARB-32	WP_029837067.1	1.0	283	0	0	1	283	1	283	4.2619999999999994e-188	576
blaCARB-33	WP_025535332.1	1.0	283	0	0	1	283	1	283	4.2619999999999994e-188	576
blaCARB-34	WP_029815111.1	1.0	283	0	0	1	283	1	283	1.918e-188	577
blaCARB-35	WP_025521699.1	1.0	283	0	0	1	283	1	283	1.918e-188	577
blaCARB-36	WP_025525762.1	1.0	283	0	0	1	283	1	283	4.2619999999999994e-188	576
blaCARB-38	WP_025551322.1	1.0	283	0	0	1	283	1	283	4.2619999999999994e-188	576
blaCARB-4	WP_032489168.1	1.0	288	0	0	1	288	1	288	5.3919999999999994e-188	576
blaCARB-40	WP_025816575.1	1.0	283	0	0	1	283	1	283	1.918e-188	577
blaCARB-41	WP_025788060.1	1.0	283	0	0	1	283	1	283	1.918e-188	577
blaCARB-42	WP_005375420.1	1.0	283	0	0	1	283	1	283	4.679e-187	573
blaCARB-43	WP_025794721.1	1.0	283	0	0	1	283	1	283	1.918e-188	577
blaCARB-44	WP_042764055.1	1.0	283	0	0	1	283	1	283	1.918e-188	577
blaCARB-45	WP_047706904.1	1.0	283	0	0	1	283	1	283	1.918e-188	577
blaCARB-46	WP_031847165.1	1.0	283	0	0	1	283	1	283	1.918e-188	577
blaCARB-47	WP_031841337.1	1.0	283	0	0	1	283	1	283	4.2619999999999994e-188	576
blaCARB-48	WP_025577435.1	1.0	283	0	0	1	283	1	283	8.63e-189	578
blaCARB-49	WP_068981631.1	1.0	298	0	0	1	298	1	298	4.0959999999999995e-196	600
blaCARB-5	WP_063859341.1	1.0	298	0	0	1	298	1	298	4.0959999999999995e-196	600
blaCARB-50	WP_071846358.1	1.0	288	0	0	1	288	1	288	2.0139999999999998e-190	583
blaCARB-6	WP_063859348.1	1.0	288	0	0	1	288	1	288	2.923e-186	571
blaCARB-7	WP_029628776.1	1.0	288	0	0	1	288	1	288	2.923e-186	571
blaCARB-8	WP_063859363.1	1.0	298	0	0	1	298	1	298	4.0959999999999995e-196	600
blaCARB-9	WP_002022164.1	1.0	288	0	0	1	288	1	288	2.923e-186	571
blaCEPH-A3	WP_063844281.1	1.0	254	0	0	1	254	1	254	4.014e-174	534
blaCFE-1	WP_032490699.1	1.0	381	0	0	1	381	1	381	2.646e-260	790
blaCGB-1	WP_002979282.1	1.0	242	0	0	1	242	1	242	1.0710000000000001e-165	509
blaCKO-1	WP_063859542.1	1.0	300	0	0	1	300	1	300	1.8450000000000002e-197	604
blaCME-1	WP_059330348.1	1.0	295	0	0	1	295	1	295	4.703e-193	591
blaCMH-3	WP_045295573.1	1.0	381	0	0	1	381	1	381	1.086e-261	794
blaCMY-1	WP_032488864.1	1.0	382	0	0	1	382	1	382	1.646e-257	782
blaCMY-10	WP_032492452.1	1.0	382	0	0	1	382	1	382	3.658e-257	781
blaCMY-100	WP_063859613.1	1.0	381	0	0	1	381	1	381	1.086e-261	794
blaCMY-101	WP_016155498.1	1.0	381	0	0	1	381	1	381	4.888e-262	795
blaCMY-102	WP_063859625.1	1.0	381	0	0	1	381	1	381	2.006e-263	799
blaCMY-103	WP_063859632.1	1.0	381	0	0	1	381	1	381	2.2e-262	796
blaCMY-104	WP_063859640.1	1.0	381	0	0	1	381	1	381	2.2e-262	796
blaCMY-105	WP_063859647.1	1.0	381	0	0	1	381	1	381	2.2e-262	796
blaCMY-106	WP_063859654.1	1.0	381	0	0	1	381	1	381	9.902e-263	797
blaCMY-107	WP_032494240.1	1.0	381	0	0	1	381	1	381	4.457e-263	798
blaCMY-108	WP_063859673.1	1.0	381	0	0	1	381	1	381	4.888e-262	795
blaCMY-109	WP_032948363.1	1.0	381	0	0	1	381	1	381	4.457e-263	798
blaCMY-11	WP_032492458.1	1.0	382	0	0	1	382	1	382	3.658e-257	781
blaCMY-110	WP_063859688.1	1.0	381	0	0	1	381	1	381	2.2e-262	796
blaCMY-111	WP_063859698.1	1.0	381	0	0	1	381	1	381	9.902e-263	797
blaCMY-112	WP_063859702.1	1.0	381	0	0	1	381	1	381	4.888e-262	795
blaCMY-113	WP_063859704.1	1.0	381	0	0	1	381	1	381	1.086e-261	794
blaCMY-114	WP_063859710.1	1.0	381	0	0	1	381	1	381	2.2e-262	796
blaCMY-115	WP_063859713.1	1.0	381	0	0	1	381	1	381	4.457e-263	798
blaCMY-116	WP_063859718.1	1.0	381	0	0	1	381	1	381	2.2e-262	796
blaCMY-117	WP_063859722.1	1.0	381	0	0	1	381	1	381	2.2e-262	796
blaCMY-118	WP_063859728.1	1.0	381	0	0	1	381	1	381	2.2e-262	796
blaCMY-119	WP_063859734.1	1.0	381	0	0	1	381	1	381	1.086e-261	794
blaCMY-12	WP_063859743.1	1.0	381	0	0	1	381	1	381	2.2e-262	796
blaCMY-121	WP_063859750.1	1.0	380	0	0	1	380	1	380	2.302e-261	793
blaCMY-122	WP_063859757.1	1.0	381	0	0	1	381	1	381	2.2e-262	796
blaCMY-124	WP_063859763.1	1.0	381	0	0	1	381	1	381	9.902e-263	797
blaCMY-125	WP_063859768.1	1.0	381	0	0	1	381	1	381	2.2e-262	796
blaCMY-127	WP_063859770.1	1.0	381	0	0	1	381	1	381	5.3609999999999995e-261	792
blaCMY-128	WP_063859772.1	1.0	381	0	0	1	381	1	381	4.888e-262	795
blaCMY-129	WP_063859777.1	1.0	381	0	0	1	381	1	381	2.2e-262	796
blaCMY-13	WP_020996270.1	1.0	381	0	0	1	381	1	381	2.2e-262	796
blaCMY-130	WP_063859784.1	1.0	381	0	0	1	381	1	381	9.902e-263	797
blaCMY-131	WP_063859788.1	1.0	381	0	0	1	381	1	381	9.902e-263	797
blaCMY-132	WP_063859793.1	1.0	381	0	0	1	381	1	381	9.902e-263	797
blaCMY-133	WP_063859798.1	1.0	381	0	0	1	381	1	381	4.457e-263	798
blaCMY-134	WP_063859802.1	1.0	381	0	0	1	381	1	381	4.457e-263	798
blaCMY-135	WP_063859809.1	1.0	381	0	0	1	381	1	381	1.086e-261	794
blaCMY-138	WP_063859814.1	1.0	381	0	0	1	381	1	381	1.086e-261	794
blaCMY-139	WP_063859815.1	1.0	381	0	0	1	381	1	381	4.457e-263	798
blaCMY-14	WP_063859816.1	1.0	381	0	0	1	381	1	381	4.888e-262	795
blaCMY-140	WP_065102238.1	1.0	381	0	0	1	381	1	381	4.457e-263	798
blaCMY-141	WP_065644637.1	1.0	381	0	0	1	381	1	381	9.902e-263	797
blaCMY-142	WP_070064537.1	1.0	381	0	0	1	381	1	381	9.902e-263	797
blaCMY-143	WP_071593223.1	1.0	381	0	0	1	381	1	381	9.902e-263	797
blaCMY-144	WP_071593224.1	1.0	381	0	0	1	381	1	381	4.888e-262	795
blaCMY-145	WP_075985684.1	1.0	381	0	0	1	381	1	381	9.902e-263	797
blaCMY-146	WP_075985683.1	1.0	381	0	0	1	381	1	381	4.457e-263	798
blaCMY-147	WP_077767289.1	1.0	381	0	0	1	381	1	381	9.902e-263	797
blaCMY-148	WP_085562395.1	1.0	381	0	0	1	381	1	381	4.457e-263	798
blaCMY-149	WP_085562396.1	1.0	381	0	0	1	381	1	381	2.2e-262	796
blaCMY-15	WP_063859817.1	1.0	381	0	0	1	381	1	381	2.2e-262	796
