query	target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits
aac(6')-I30	ARO:3002588	1.0	184	0	0	1	184	1	184	7.947e-127	393
aac(6')-Ia	ARO:3002545	1.0	185	0	0	1	185	1	185	7.579000000000001e-128	396
aac(6')-Iaa	ARO:3002571	1.0	145	0	0	1	145	1	145	8.065e-99	310
aac(6')-Iad	ARO:3002572	1.0	144	0	0	1	144	1	144	1.028e-95	301
aac(6')-Iae	ARO:3002573	1.0	183	0	0	1	183	1	183	8.334e-126	390
aac(6')-Iaf	ARO:3002574	0.994	183	1	0	1	183	1	183	1.685e-126	392
aac(6')-Iag	ARO:3004638	1.0	167	0	0	1	167	1	167	6.643e-112	349
aac(6')-Iai	ARO:3002575	1.0	188	0	0	1	188	1	188	3.576e-129	400
aac(6')-Iaj	ARO:3003677	1.0	184	0	0	1	184	1	184	3.931e-126	391
aac(6')-Ian	ARO:3003200	1.0	190	0	0	1	190	1	190	1.9460000000000002e-128	398
aac(6')-Ib-cr	ARO:3005116	0.989	199	2	0	1	199	1	199	2.2470000000000002e-131	407
aac(6')-Ib-Hangzhou	ARO:3002592	1.0	172	0	0	1	172	1	172	2.587e-116	362
aac(6')-Ib-Suzhou	ARO:3002591	1.0	172	0	0	1	172	1	172	1.163e-116	363
aac(6')-Ib11	ARO:3002582	1.0	189	0	0	1	189	1	189	9.177000000000001e-128	396
aac(6')-Ic	ARO:3002549	1.0	146	0	0	1	146	1	146	2.075e-97	306
aac(6')-If	ARO:3002553	1.0	144	0	0	1	144	1	144	9.328e-97	304
aac(6')-Ig	ARO:3002554	1.0	145	0	0	1	145	1	145	2.644e-94	297
aac(6')-Ih	ARO:3002555	0.986	146	2	0	1	146	1	146	5.604e-95	299
aac(6')-Ii	ARO:3002556	1.0	182	0	0	1	182	1	182	2.138e-123	383
aac(6')-IIa	ARO:3002594	1.0	184	0	0	1	184	1	184	1.767e-126	392
aac(6')-IIb	ARO:3002595	1.0	180	0	0	1	180	1	180	3.928e-124	385
aac(6')-IIc	ARO:3002596	1.0	193	0	0	1	193	1	193	1.6880000000000001e-131	407
aac(6')-Iid	ARO:3002589	1.0	182	0	0	1	182	1	182	1.0580000000000001e-122	381
aac(6')-Iih	ARO:3002590	1.0	183	0	0	1	183	1	183	4.9890000000000006e-123	382
aac(6')-Ij	ARO:3002557	1.0	146	0	0	1	146	1	146	1.027e-96	304
aac(6')-Ik	ARO:3002558	1.0	145	0	0	1	145	1	145	1.188e-94	298
aac(6')-Il	ARO:3004635	1.0	152	0	0	1	152	1	152	1.882e-101	318
aac(6')-Im	ARO:3004629	1.0	178	0	0	1	178	1	178	7.938e-124	384
aac(6')-Ip	ARO:3002559	1.0	173	0	0	1	173	1	173	4.116e-120	373
aac(6')-Iq	ARO:3002560	0.994	183	1	0	1	183	1	183	1.685e-126	392
aac(6')-Ir	ARO:3002561	1.0	146	0	0	1	146	1	146	1.027e-96	304
aac(6')-Is	ARO:3002562	1.0	146	0	0	1	146	1	146	5.087e-96	302
aac(6')-Isa	ARO:3002563	1.0	157	0	0	1	157	1	157	7.316e-106	331
aac(6')-It	ARO:3002564	1.0	146	0	0	1	146	1	146	4.191e-98	308
aac(6')-Iu	ARO:3002565	1.0	146	0	0	1	146	1	146	5.087e-96	302
aac(6')-Iv	ARO:3002566	1.0	146	0	0	1	146	1	146	4.617e-97	305
aac(6')-Iw	ARO:3002567	1.0	146	0	0	1	146	1	146	1.132e-95	301
aac(6')-Ix	ARO:3002568	1.0	146	0	0	1	146	1	146	2.2860000000000003e-96	303
aac(6')Ib-cr	ARO:3002591	1.0	172	0	0	1	172	1	172	1.163e-116	363
aacA43	ARO:3004641	1.0	187	0	0	1	187	1	187	8.34e-128	396
aadA1	ARO:3002619	0.996	263	1	0	1	263	1	263	9.777e-173	530
aadA10	ARO:3002622	1.0	277	0	0	1	277	1	277	8.153000000000001e-182	557
aadA12	ARO:3002612	1.0	263	0	0	1	263	1	263	9.777e-173	530
aadA13	ARO:3002613	0.988	265	3	0	1	265	1	265	4.833e-173	531
aadA14	ARO:3002614	1.0	261	0	0	1	261	1	261	9.770000000000001e-172	527
aadA15	ARO:3002615	1.0	263	0	0	1	263	1	263	1.979e-173	532
aadA16	ARO:3002616	1.0	281	0	0	1	281	1	281	7.439e-185	566
aadA17	ARO:3002617	1.0	263	0	0	1	263	1	263	4.399e-173	531
aadA2	ARO:3002602	0.996	259	1	0	13	271	1	259	8.477e-170	522
aadA21	ARO:3002618	1.0	263	0	0	1	263	1	263	4.399e-173	531
aadA22	ARO:3002619	1.0	263	0	0	1	263	1	263	9.777e-173	530
aadA3	ARO:3002603	1.0	263	0	0	1	263	1	263	8.904e-174	533
aadA4	ARO:3002604	0.98	262	5	0	1	262	1	262	1.0239999999999999e-171	527
aadA5	ARO:3002605	1.0	262	0	0	1	262	1	262	3.4799999999999996e-175	537
aadA6	ARO:3002606	1.0	281	0	0	1	281	1	281	3.347e-185	567
aadA7	ARO:3002607	1.0	265	0	0	1	265	1	265	1.074e-172	530
aadA8b	ARO:3004704	1.0	263	0	0	1	263	1	263	4.399e-173	531
aadA9	ARO:3002609	1.0	278	0	0	1	278	22	299	2.906e-185	567
aadD	ARO:3003905	1.0	247	0	0	1	247	7	253	1.352e-169	520
aadK	ARO:3002627	1.0	284	0	0	1	284	1	284	2.32e-199	608
ampH	ARO:3004837	1.0	264	0	0	1	264	1	264	4.415e-182	557
ant(2'')-Ia	ARO:3000230	0.971	177	5	0	1	177	1	177	2.714e-118	368
ant(3'')-Ia	ARO:3004089	1.0	310	0	0	1	310	14	323	1.8529999999999998e-206	630
ant(3'')-Ih-aac(6')-IId	ARO:3002598	1.0	463	0	0	1	463	1	463	1.627e-311	942
ant(3'')-Ii-aac(6')-IId	ARO:3002598	1.0	463	0	0	1	463	1	463	1.627e-311	942
ant(4')-Ib	ARO:3002623	1.0	256	0	0	1	256	1	256	1.073e-176	541
ant(4')-IIa	ARO:3002624	1.0	252	0	0	1	252	1	252	9.753000000000001e-176	538
ant(4')-IIb	ARO:3002625	1.0	228	0	0	1	228	24	251	5.499e-153	471
ant(6)-Ia	ARO:3002628	0.996	276	1	0	27	302	1	276	1.038e-191	587
ant(6)-Ib	ARO:3002629	1.0	285	0	0	1	285	1	285	1.201e-198	606
ant(9)-Ia	ARO:3002630	1.0	260	0	0	1	260	1	260	9.320000000000001e-172	527
aph(2'')-Ib	ARO:3002635	0.989	299	3	0	1	299	1	299	1.93e-200	612
aph(2'')-Ic	ARO:3002636	1.0	306	0	0	1	306	1	306	6.908e-207	631
aph(2'')-Id	ARO:3002637	1.0	301	0	0	1	301	1	301	1.105e-207	633
aph(2'')-Ie	ARO:3002634	1.0	301	0	0	1	301	1	301	5.458000000000001e-207	631
aph(2'')-If	ARO:3004191	0.925	297	22	0	1	296	1	297	6.162e-186	570
aph(2'')-Ig	ARO:3002669	1.0	306	0	0	1	306	1	306	5.735000000000001e-209	637
aph(3'')-Ia	ARO:3002638	0.996	272	1	0	1	272	1	272	2.19e-185	567
aph(3'')-Ib	ARO:3002639	0.985	267	4	0	1	267	1	267	5.587e-181	554
aph(3'')-Ic	ARO:3002640	1.0	250	0	0	1	250	5	254	3.8040000000000004e-168	516
aph(3')-Ia	ARO:3002641	0.974	271	7	0	1	271	1	271	5.098e-184	563
aph(3')-Ib	ARO:3002642	1.0	253	0	0	1	253	19	271	2.743e-173	531
aph(3')-IIa	ARO:3002644	1.0	264	0	0	1	264	1	264	5.845999999999999e-179	548
aph(3')-IIb	ARO:3002645	0.992	268	2	0	1	268	1	268	5.857e-181	554
aph(3')-III	ARO:3002647	1.0	264	0	0	1	264	1	264	1.808e-183	561
aph(3')-IIIa	ARO:3002647	0.996	264	1	0	1	264	1	264	1.808e-183	561
aph(3')-IV	ARO:3002648	1.0	262	0	0	1	262	1	262	4.843e-180	551
aph(3')-IX	ARO:3004087	1.0	266	0	0	1	266	1	266	6.426e-179	548
aph(3')-Va	ARO:3002649	0.996	268	1	0	1	268	1	268	4.028e-185	566
aph(3')-Vb	ARO:3002650	0.973	264	7	0	1	264	1	263	3.483e-176	540
aph(3')-Vc	ARO:3002651	1.0	264	0	0	1	264	1	264	3.6600000000000004e-184	563
aph(3')-VIa	ARO:3002652	1.0	259	0	0	1	259	1	259	3.642e-173	531
aph(3')-VIb	ARO:3002653	1.0	259	0	0	1	259	1	259	1.8e-172	529
aph(3')-VIIa	ARO:3002654	1.0	250	0	0	1	250	1	250	3.99e-176	539
aph(3')-VIII	ARO:3004086	1.0	259	0	0	1	259	1	259	1.8e-172	529
aph(3')-XV	ARO:3004675	1.0	262	0	0	7	268	3	264	2.281e-174	535
aph(4)-Ia	ARO:3002655	1.0	341	0	0	1	341	1	341	5.9189999999999995e-235	714
aph(4)-Ib	ARO:3002661	1.0	327	0	0	1	327	6	332	1.429e-226	689
aph(6)-Ia	ARO:3002657	1.0	307	0	0	1	307	1	307	7.241e-207	631
aph(6)-Ib	ARO:3002658	1.0	307	0	0	1	307	1	307	4.307e-204	623
aph(6)-Ic	ARO:3002659	1.0	266	0	0	1	266	1	266	4.0240000000000004e-184	563
aph(6)-Id	ARO:3002660	0.996	278	1	0	1	278	1	278	4.881e-188	575
aph(7'')-Ia	ARO:3002661	1.0	327	0	0	1	327	6	332	1.429e-226	689
aph(9)-Ia	ARO:3002662	0.806	330	64	0	1	330	1	330	1.6110000000000001e-183	565
aph(9)-Ib	ARO:3002663	1.0	330	0	0	1	330	1	330	2.769e-229	697
armA	ARO:3000858	1.0	257	0	0	1	257	1	257	6.707e-174	533
ARR-2	ARO:3002847	1.0	150	0	0	1	150	1	150	1.4089999999999998e-103	324
ARR-3	ARO:3002848	1.0	150	0	0	1	150	1	150	1.4089999999999998e-103	324
ARR-4	ARO:3002849	1.0	150	0	0	1	150	1	150	3.134e-103	323
ARR-5	ARO:3002850	1.0	150	0	0	1	150	1	150	3.134e-103	323
ARR-7	ARO:3002852	1.0	150	0	0	1	150	1	150	3.134e-103	323
ARR-8	ARO:3002853	1.0	150	0	0	1	150	1	150	3.134e-103	323
blaA	ARO:3003558	0.985	267	4	0	1	267	17	283	1.3620000000000001e-176	542
blaACC-1	ARO:3001815	1.0	386	0	0	5	390	1	386	6.408e-259	786
blaACC-2	ARO:3001816	1.0	390	0	0	1	390	1	390	2.399e-261	793
blaACC-3	ARO:3001817	1.0	377	0	0	1	377	1	377	1.121e-254	773
blaACC-4	ARO:3001818	1.0	386	0	0	1	386	1	386	2.392e-259	787
blaACC-5	ARO:3001819	1.0	386	0	0	1	386	1	386	5.315e-259	786
blaACI-1	ARO:3004359	1.0	284	0	0	1	284	1	284	4.46e-192	587
blaACT-1	ARO:3001821	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaACT-10	ARO:3001832	1.0	381	0	0	1	381	1	381	6.458e-263	797
blaACT-12	ARO:3001834	1.0	381	0	0	1	381	1	381	3.4959999999999997e-261	792
blaACT-14	ARO:3001836	1.0	381	0	0	1	381	1	381	3.1879999999999996e-262	795
blaACT-15	ARO:3001837	1.0	381	0	0	1	381	1	381	7.082999999999999e-262	794
blaACT-16	ARO:3001827	1.0	380	0	0	1	380	1	380	3.336e-261	792
blaACT-2	ARO:3001822	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaACT-3	ARO:3001823	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaACT-4	ARO:3001829	1.0	380	0	0	1	380	1	380	7.082999999999999e-262	794
blaACT-5	ARO:3001824	1.0	381	0	0	1	381	1	381	7.082999999999999e-262	794
blaACT-6	ARO:3001825	1.0	381	0	0	1	381	1	381	6.458e-263	797
blaACT-7	ARO:3001830	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaACT-9	ARO:3001826	1.0	380	0	0	1	380	1	380	6.757999999999999e-262	794
blaADC-25	ARO:3003868	1.0	383	0	0	1	383	1	383	3.84e-261	792
blaAER-1	ARO:3002481	1.0	304	0	0	1	304	1	304	2.679e-199	609
blaAST-1	ARO:3004740	1.0	295	0	0	1	295	16	310	6.212e-194	593
blaB-11	ARO:3000579	0.991	249	2	0	1	249	1	249	1.4859999999999998e-169	520
blaBEL-1	ARO:3002385	1.0	283	0	0	1	283	1	283	7.445e-186	569
blaBEL-2	ARO:3002386	1.0	283	0	0	1	283	1	283	3.3499999999999998e-186	570
blaBEL-3	ARO:3002387	1.0	283	0	0	1	283	1	283	1.6549999999999998e-185	568
blaBEL1	ARO:3002385	1.0	283	0	0	1	283	1	283	7.445e-186	569
blaBEL2	ARO:3002386	1.0	283	0	0	1	283	1	283	3.3499999999999998e-186	570
blaBEL3	ARO:3002387	1.0	283	0	0	1	283	1	283	1.6549999999999998e-185	568
blaBES-1	ARO:3004751	1.0	292	0	0	1	292	1	292	2.427e-194	594
blaBIC-1	ARO:3004753	1.0	294	0	0	1	294	1	294	9.961e-197	601
blaBIL-1	ARO:3004755	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaBKC	ARO:3004757	1.0	313	0	0	1	313	1	313	2.5679999999999998e-204	624
blaBKC-1	ARO:3004757	1.0	313	0	0	1	313	1	313	2.5679999999999998e-204	624
blaBRO-1	ARO:3004761	1.0	313	0	0	2	314	1	313	3.1230000000000003e-211	644
blaBRO-2	ARO:3004762	1.0	314	0	0	1	314	1	314	6.324e-212	646
blaCARB-1	ARO:3002240	1.0	288	0	0	1	288	1	288	7.121e-189	578
blaCARB-10	ARO:3002249	1.0	298	0	0	1	298	1	298	2.6719999999999997e-196	600
blaCARB-12	ARO:3002250	1.0	288	0	0	1	288	1	288	7.816e-188	575
blaCARB-14	ARO:3002252	1.0	298	0	0	1	298	1	298	5.936999999999999e-196	599
blaCARB-16	ARO:3002255	1.0	298	0	0	1	298	1	298	2.6719999999999997e-196	600
blaCARB-17	ARO:3002254	1.0	283	0	0	1	283	1	283	1.251e-188	577
blaCARB-18	ARO:3003174	1.0	283	0	0	1	283	1	283	1.251e-188	577
blaCARB-19	ARO:3003175	1.0	283	0	0	1	283	1	283	1.251e-188	577
blaCARB-20	ARO:3003150	1.0	283	0	0	1	283	1	283	1.251e-188	577
blaCARB-21	ARO:3003176	1.0	283	0	0	1	283	28	310	1.251e-188	577
blaCARB-22	ARO:3003151	1.0	283	0	0	1	283	1	283	1.251e-188	577
blaCARB-23	ARO:3003186	1.0	285	0	0	1	285	28	312	5.634e-190	581
blaCARB-3	ARO:3002242	1.0	288	0	0	1	288	17	304	3.517e-188	576
blaCARB-4	ARO:3002243	1.0	288	0	0	1	288	1	288	3.517e-188	576
blaCARB-5	ARO:3002244	1.0	298	0	0	1	298	1	298	2.6719999999999997e-196	600
blaCARB-6	ARO:3002245	1.0	288	0	0	1	288	1	288	1.906e-186	571
blaCARB-7	ARO:3002246	1.0	288	0	0	1	288	1	288	1.906e-186	571
blaCARB-8	ARO:3002247	1.0	298	0	0	1	298	1	298	2.6719999999999997e-196	600
blaCARB-9	ARO:3002248	1.0	288	0	0	1	288	1	288	1.906e-186	571
blaCEPH-A3	ARO:3003093	1.0	254	0	0	1	254	1	254	2.618e-174	534
blaCFE-1	ARO:3001856	1.0	381	0	0	1	381	1	381	1.726e-260	790
blaCGB-1	ARO:3000841	1.0	242	0	0	1	242	1	242	6.985000000000001e-166	509
blaCKO-1	ARO:3004773	1.0	300	0	0	1	300	1	300	1.2030000000000001e-197	604
blaCME-1	ARO:3004775	1.0	295	0	0	1	295	1	295	3.068e-193	591
blaCMH-3	ARO:3004777	0.986	381	5	0	1	381	1	381	4.612000000000001e-258	783
blaCMY-1	ARO:3002012	1.0	382	0	0	1	382	1	382	1.0739999999999998e-257	782
blaCMY-10	ARO:3002021	1.0	382	0	0	1	382	1	382	2.386e-257	781
blaCMY-100	ARO:3002112	1.0	381	0	0	1	381	1	381	7.082999999999999e-262	794
blaCMY-101	ARO:3002113	1.0	381	0	0	1	381	1	381	3.1879999999999996e-262	795
blaCMY-102	ARO:3002114	1.0	381	0	0	1	381	1	381	1.3079999999999999e-263	799
blaCMY-103	ARO:3002115	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaCMY-104	ARO:3002116	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaCMY-105	ARO:3002117	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaCMY-107	ARO:3002119	1.0	381	0	0	1	381	1	381	2.907e-263	798
blaCMY-108	ARO:3002120	1.0	381	0	0	1	381	1	381	3.1879999999999996e-262	795
blaCMY-11	ARO:3002022	1.0	382	0	0	1	382	1	382	2.386e-257	781
blaCMY-110	ARO:3002071	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaCMY-111	ARO:3002122	1.0	381	0	0	1	381	1	381	6.458e-263	797
blaCMY-112	ARO:3002123	1.0	381	0	0	1	381	1	381	3.1879999999999996e-262	795
blaCMY-113	ARO:3002124	1.0	381	0	0	1	381	1	381	7.082999999999999e-262	794
blaCMY-114	ARO:3002125	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaCMY-115	ARO:3002126	1.0	381	0	0	1	381	1	381	2.907e-263	798
blaCMY-116	ARO:3002127	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaCMY-117	ARO:3002128	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaCMY-118	ARO:3002129	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaCMY-119	ARO:3002130	1.0	381	0	0	1	381	1	381	7.082999999999999e-262	794
blaCMY-12	ARO:3002023	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaCMY-121	ARO:3003129	1.0	380	0	0	1	380	1	380	1.5009999999999998e-261	793
blaCMY-122	ARO:3003130	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaCMY-124	ARO:3003132	1.0	381	0	0	1	381	1	381	6.458e-263	797
blaCMY-125	ARO:3003133	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaCMY-127	ARO:3003135	1.0	381	0	0	1	381	1	381	3.4959999999999997e-261	792
blaCMY-128	ARO:3003136	1.0	381	0	0	1	381	1	381	3.1879999999999996e-262	795
blaCMY-129	ARO:3003137	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaCMY-13	ARO:3002024	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaCMY-130	ARO:3003138	1.0	381	0	0	1	381	1	381	6.458e-263	797
blaCMY-132	ARO:3003652	1.0	381	0	0	1	381	1	381	6.458e-263	797
blaCMY-133	ARO:3003653	1.0	381	0	0	1	381	1	381	2.907e-263	798
blaCMY-134	ARO:3003654	1.0	381	0	0	1	381	1	381	2.907e-263	798
blaCMY-135	ARO:3004778	1.0	381	0	0	1	381	1	381	7.082999999999999e-262	794
blaCMY-138	ARO:3005220	1.0	381	0	0	1	381	1	381	7.082999999999999e-262	794
blaCMY-139	ARO:3005191	1.0	381	0	0	1	381	1	381	2.907e-263	798
blaCMY-14	ARO:3002025	1.0	381	0	0	1	381	1	381	3.1879999999999996e-262	795
blaCMY-140	ARO:3005185	1.0	381	0	0	1	381	1	381	2.907e-263	798
blaCMY-141	ARO:3005196	1.0	381	0	0	1	381	1	381	6.458e-263	797
blaCMY-142	ARO:3005195	1.0	381	0	0	1	381	1	381	6.458e-263	797
blaCMY-143	ARO:3005204	1.0	381	0	0	1	381	1	381	6.458e-263	797
blaCMY-144	ARO:3005219	1.0	381	0	0	1	381	1	381	3.1879999999999996e-262	795
blaCMY-145	ARO:3005197	1.0	381	0	0	1	381	1	381	6.458e-263	797
blaCMY-146	ARO:3005181	1.0	381	0	0	1	381	1	381	2.907e-263	798
blaCMY-147	ARO:3005180	1.0	381	0	0	1	381	1	381	6.458e-263	797
blaCMY-148	ARO:3005192	1.0	381	0	0	1	381	1	381	2.907e-263	798
blaCMY-149	ARO:3005190	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaCMY-15	ARO:3002026	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaCMY-150	ARO:3005016	1.0	381	0	0	1	381	1	381	3.1879999999999996e-262	795
blaCMY-151	ARO:3005217	1.0	381	0	0	1	381	1	381	3.1879999999999996e-262	795
blaCMY-152	ARO:3005216	1.0	381	0	0	1	381	1	381	3.1879999999999996e-262	795
blaCMY-153	ARO:3005218	1.0	381	0	0	1	381	1	381	2.907e-263	798
blaCMY-154	ARO:3005194	1.0	381	0	0	1	381	1	381	2.907e-263	798
blaCMY-155	ARO:3005200	1.0	381	0	0	1	381	1	381	7.082999999999999e-262	794
blaCMY-156	ARO:3005182	1.0	381	0	0	1	381	1	381	2.907e-263	798
blaCMY-16	ARO:3002027	1.0	381	0	0	1	381	1	381	3.1879999999999996e-262	795
blaCMY-17	ARO:3002028	1.0	381	0	0	1	381	1	381	2.907e-263	798
blaCMY-18	ARO:3002029	1.0	383	0	0	1	383	1	383	1.31e-264	802
blaCMY-19	ARO:3002030	1.0	382	0	0	1	382	1	382	2.386e-257	781
blaCMY-2	ARO:3002013	1.0	381	0	0	1	381	1	381	6.458e-263	797
blaCMY-20	ARO:3002031	1.0	380	0	0	1	380	1	380	1.369e-262	796
blaCMY-21	ARO:3002032	1.0	381	0	0	1	381	1	381	2.907e-263	798
blaCMY-22	ARO:3002033	1.0	381	0	0	1	381	1	381	1.3079999999999999e-263	799
blaCMY-23	ARO:3002034	1.0	381	0	0	1	381	1	381	2.907e-263	798
blaCMY-24	ARO:3002035	1.0	381	0	0	1	381	1	381	6.458e-263	797
blaCMY-25	ARO:3002036	1.0	381	0	0	1	381	1	381	6.458e-263	797
blaCMY-26	ARO:3002037	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaCMY-27	ARO:3002038	1.0	381	0	0	1	381	1	381	6.458e-263	797
blaCMY-28	ARO:3002039	1.0	381	0	0	1	381	1	381	1.3079999999999999e-263	799
blaCMY-29	ARO:3002040	1.0	381	0	0	1	381	1	381	1.3079999999999999e-263	799
blaCMY-30	ARO:3002041	1.0	381	0	0	1	381	1	381	2.907e-263	798
blaCMY-31	ARO:3002042	1.0	381	0	0	1	381	1	381	6.458e-263	797
blaCMY-32	ARO:3002043	1.0	381	0	0	1	381	1	381	6.458e-263	797
blaCMY-33	ARO:3002044	1.0	379	0	0	1	379	1	379	6.448e-262	794
blaCMY-34	ARO:3002045	1.0	381	0	0	1	381	1	381	6.458e-263	797
blaCMY-35	ARO:3002046	1.0	381	0	0	1	381	1	381	3.1879999999999996e-262	795
blaCMY-36	ARO:3002047	1.0	381	0	0	1	381	1	381	1.3079999999999999e-263	799
blaCMY-37	ARO:3002048	1.0	381	0	0	1	381	1	381	7.082999999999999e-262	794
blaCMY-38	ARO:3002049	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaCMY-39	ARO:3002050	1.0	381	0	0	1	381	1	381	1.5739999999999998e-261	793
blaCMY-4	ARO:3002015	1.0	381	0	0	1	381	1	381	3.1879999999999996e-262	795
blaCMY-40	ARO:3002051	1.0	381	0	0	1	381	1	381	2.907e-263	798
blaCMY-41	ARO:3002052	1.0	381	0	0	1	381	1	381	3.1879999999999996e-262	795
blaCMY-42	ARO:3002053	1.0	381	0	0	1	381	1	381	6.458e-263	797
blaCMY-43	ARO:3002054	1.0	381	0	0	1	381	1	381	6.458e-263	797
blaCMY-44	ARO:3002055	1.0	377	0	0	1	377	1	377	6.438e-261	791
blaCMY-45	ARO:3002056	1.0	381	0	0	1	381	1	381	7.082999999999999e-262	794
blaCMY-46	ARO:3002057	1.0	381	0	0	1	381	1	381	7.082999999999999e-262	794
blaCMY-47	ARO:3002058	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaCMY-48	ARO:3002059	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaCMY-49	ARO:3002060	1.0	381	0	0	1	381	1	381	6.458e-263	797
blaCMY-5	ARO:3002016	1.0	381	0	0	1	381	1	381	2.907e-263	798
blaCMY-50	ARO:3002061	1.0	381	0	0	1	381	1	381	6.458e-263	797
blaCMY-51	ARO:3002062	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaCMY-53	ARO:3002064	1.0	381	0	0	1	381	1	381	1.3079999999999999e-263	799
blaCMY-54	ARO:3002065	1.0	383	0	0	1	383	1	383	2.911e-264	801
blaCMY-55	ARO:3002066	1.0	381	0	0	1	381	1	381	6.458e-263	797
blaCMY-56	ARO:3002067	1.0	381	0	0	1	381	1	381	2.907e-263	798
blaCMY-57	ARO:3002068	1.0	381	0	0	1	381	1	381	2.907e-263	798
blaCMY-58	ARO:3002072	1.0	381	0	0	1	381	1	381	1.3079999999999999e-263	799
blaCMY-59	ARO:3002069	1.0	381	0	0	1	381	15	395	6.458e-263	797
blaCMY-6	ARO:3002017	1.0	381	0	0	1	381	1	381	3.1879999999999996e-262	795
blaCMY-60	ARO:3002073	1.0	381	0	0	1	381	1	381	6.458e-263	797
blaCMY-61	ARO:3002074	1.0	380	0	0	1	380	1	380	6.757999999999999e-262	794
