query	target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits
WP_000855537.1	ARO:3003552	1.0	213	0	0	1	213	1	213	1.403e-143	443
WP_000855769.1	ARO:3000861	1.0	281	0	0	1	281	1	281	1.138e-188	577
WP_000868795.1	ARO:3002868	1.0	165	0	0	1	165	1	165	2.034e-115	359
WP_000938987.1	ARO:3005100	1.0	139	0	0	1	139	1	139	2.181e-93	294
WP_000941933.1	ARO:3005162	1.0	140	0	0	1	140	1	140	7.687e-97	304
WP_000941934.1	ARO:3004113	1.0	140	0	0	1	140	1	140	1.409e-98	309
WP_000943763.1	ARO:3000172	0.985	138	2	0	1	138	1	138	1.8849999999999997e-94	297
WP_000949574.1	ARO:3005348	1.0	195	0	0	1	195	1	195	1.689e-132	410
WP_000952923.1	ARO:3000215	1.0	585	0	0	1	585	1	585	0.0	1205
WP_000960976.1	ARO:3003200	1.0	190	0	0	1	190	1	190	1.9460000000000002e-128	398
WP_000976513.1	ARO:3002041	1.0	381	0	0	1	381	1	381	2.907e-263	798
WP_000976514.1	ARO:3002013	1.0	381	0	0	1	381	1	381	6.458e-263	797
WP_000976515.1	ARO:3002034	1.0	381	0	0	1	381	1	381	2.907e-263	798
WP_001007673.1	ARO:3001397	1.0	275	0	0	1	275	1	275	9.416999999999999e-188	574
WP_001009012.1	ARO:3002681	1.0	209	0	0	1	209	1	209	7.938e-148	455
WP_001010505.1	ARO:3003441	1.0	349	0	0	1	349	1	349	7.857e-236	717
WP_001021775.1	ARO:3001616	1.0	274	0	0	1	274	1	274	1.189e-184	565
WP_001021776.1	ARO:3001627	1.0	274	0	0	1	274	1	274	1.189e-184	565
WP_001021777.1	ARO:3001646	1.0	274	0	0	1	274	1	274	1.189e-184	565
WP_001021778.1	ARO:3001688	1.0	274	0	0	1	274	1	274	2.6420000000000003e-184	564
WP_001021779.1	ARO:3001617	1.0	274	0	0	1	274	1	274	5.349e-185	566
WP_001021780.1	ARO:3001486	1.0	274	0	0	1	274	1	274	2.4069999999999998e-185	567
WP_001021781.1	ARO:3001650	1.0	274	0	0	1	274	1	274	1.189e-184	565
WP_001021782.1	ARO:3001614	1.0	274	0	0	1	274	1	274	1.189e-184	565
WP_001021783.1	ARO:3001474	1.0	274	0	0	1	274	1	274	2.6420000000000003e-184	564
WP_001021784.1	ARO:3001715	1.0	274	0	0	1	274	1	274	1.189e-184	565
WP_001021785.1	ARO:3001619	1.0	274	0	0	1	274	1	274	5.349e-185	566
WP_001021786.1	ARO:3001644	1.0	274	0	0	1	274	1	274	5.349e-185	566
WP_001021787.1	ARO:3001683	1.0	274	0	0	1	274	1	274	5.349e-185	566
WP_001021788.1	ARO:3001613	1.0	274	0	0	1	274	1	274	5.349e-185	566
WP_001021789.1	ARO:3001588	1.0	274	0	0	1	274	1	274	5.349e-185	566
WP_001021792.1	ARO:3001615	1.0	274	0	0	1	274	1	274	2.6420000000000003e-184	564
WP_001021793.1	ARO:3001635	1.0	274	0	0	1	274	1	274	2.6420000000000003e-184	564
WP_001021794.1	ARO:3001640	1.0	274	0	0	1	274	1	274	5.873000000000001e-184	563
WP_001021795.1	ARO:3001438	1.0	274	0	0	1	274	1	274	1.189e-184	565
WP_001022756.1	ARO:3001680	1.0	274	0	0	1	274	1	274	1.189e-184	565
WP_001022758.1	ARO:3001669	1.0	274	0	0	1	274	1	274	1.189e-184	565
WP_001025292.1	ARO:3001620	1.0	274	0	0	1	274	1	274	2.6420000000000003e-184	564
WP_001027119.1	ARO:3003011	1.0	187	0	0	1	187	1	187	5.49e-124	385
WP_001031075.1	ARO:3004568	1.0	184	0	0	1	184	1	184	1.9439999999999998e-125	389
WP_001033157.1	ARO:3003733	1.0	212	0	0	1	212	1	212	1.338e-143	443
WP_001043265.1	ARO:3000412	0.996	271	1	0	1	271	1	271	6.408e-173	531
WP_001046004.1	ARO:3001418	1.0	273	0	0	1	273	1	273	5.602e-184	563
WP_001059542.1	ARO:3002942	1.0	322	0	0	1	322	1	322	1.549e-214	654
WP_001072197.1	ARO:3000347	0.995	243	1	0	1	243	1	243	2.371e-161	496
WP_001082319.1	ARO:3002639	0.996	267	1	0	1	267	1	267	4.633e-183	560
WP_001100299.1	ARO:3000565	1.0	450	0	0	1	450	1	450	1.481e-288	875
WP_001100753.1	ARO:3002363	1.0	308	0	0	1	308	1	308	2.684e-201	615
WP_001143450.1	ARO:3003019	1.0	186	0	0	1	186	1	186	2.3540000000000003e-124	386
WP_001159760.1	ARO:3003885	1.0	383	0	0	1	383	1	383	7.778999999999999e-262	794
WP_001199192.1	ARO:3002539	1.0	258	0	0	1	258	1	258	1.074e-177	544
WP_001211000.1	ARO:3002340	1.0	287	0	0	1	287	1	287	1.376e-189	580
WP_001211203.1	ARO:3003880	1.0	383	0	0	1	383	1	383	7.778999999999999e-262	794
WP_001211205.1	ARO:3004615	1.0	383	0	0	1	383	1	383	7.778999999999999e-262	794
WP_001211216.1	ARO:3003888	1.0	383	0	0	1	383	1	383	8.530999999999999e-261	791
WP_001211217.1	ARO:3003868	1.0	383	0	0	1	383	1	383	3.84e-261	792
WP_001211218.1	ARO:3004617	1.0	383	0	0	1	383	1	383	3.84e-261	792
WP_001211219.1	ARO:3004634	1.0	383	0	0	1	383	1	383	8.530999999999999e-261	791
WP_001211223.1	ARO:3003870	1.0	383	0	0	1	383	1	383	8.530999999999999e-261	791
WP_001211237.1	ARO:3003882	1.0	383	0	0	1	383	1	383	3.84e-261	792
WP_001256773.1	ARO:3002696	1.0	419	0	0	1	419	1	419	3.941e-279	846
WP_001317507.1	ARO:3002861	1.0	157	0	0	1	157	1	157	6.643999999999999e-107	334
WP_001334766.1	ARO:3001396	1.0	276	0	0	1	276	1	276	1.19e-185	568
WP_001516695.1	ARO:3002790	1.0	218	0	0	1	218	1	218	1.69e-152	469
WP_001617865.1	ARO:3001877	1.0	291	0	0	1	291	1	291	1.512e-190	583
WP_001620095.1	ARO:3001059	1.0	286	0	0	1	286	1	286	1.5809999999999998e-187	574
WP_001749985.1	ARO:3004550	1.0	157	0	0	1	157	1	157	1.792e-104	327
WP_001749986.1	ARO:3002848	1.0	150	0	0	1	150	1	150	1.4089999999999998e-103	324
WP_001749994.1	ARO:3002720	1.0	214	0	0	1	214	13	226	2.463e-146	451
WP_001812592.1	ARO:3002955	1.0	303	0	0	1	303	1	303	1.333e-206	630
WP_001830196.1	ARO:3004640	0.993	157	1	0	1	157	1	157	8.871e-104	325
WP_001830952.1	ARO:3002865	1.0	161	0	0	1	161	1	161	1.3420000000000002e-109	342
WP_001910823.1	ARO:3002601	0.996	263	1	0	1	263	1	263	9.777e-173	530
WP_002002480.1	ARO:3001611	1.0	280	0	0	1	280	1	280	1.1919999999999998e-187	574
WP_002022164.1	ARO:3002248	1.0	288	0	0	1	288	1	288	1.906e-186	571
WP_002033109.1	ARO:3001612	1.0	274	0	0	1	274	1	274	5.349e-185	566
WP_002047441.1	ARO:3001448	1.0	274	0	0	1	274	1	274	5.349e-185	566
WP_002047670.1	ARO:3003072	1.0	303	0	0	1	303	1	303	5.998000000000001e-207	631
WP_002057397.1	ARO:3001442	1.0	274	0	0	1	274	1	274	2.6420000000000003e-184	564
WP_002063884.1	ARO:3004621	0.986	286	4	0	1	286	1	286	2.2050000000000002e-192	588
WP_002075262.1	ARO:3002680	1.0	210	0	0	1	210	1	210	9.154e-147	452
WP_002089484.1	ARO:3002528	0.987	154	2	0	1	154	1	154	1.244e-98	310
WP_002118772.1	ARO:3003862	1.0	383	0	0	1	383	1	383	1.728e-261	793
WP_002133528.1	ARO:3001719	1.0	274	0	0	1	274	1	274	5.873000000000001e-184	563
WP_002210545.1	ARO:3002689	1.0	219	0	0	1	219	1	219	1.214e-156	481
WP_002244796.1	ARO:3000166	0.992	401	3	0	1	401	1	401	1.501e-263	800
WP_002294500.1	ARO:3000179	0.995	458	2	0	1	458	1	458	1.59e-300	910
WP_002294514.1	ARO:3003206	1.0	267	0	0	1	267	1	267	3.3280000000000004e-178	546
WP_002295712.1	ARO:3002843	1.0	204	0	0	6	209	1	204	1.401e-141	437
WP_002305818.1	ARO:3002931	1.0	384	0	0	1	384	1	384	1.869e-252	767
WP_002314314.1	ARO:3002819	1.0	492	0	0	1	492	1	492	2e-323	978
WP_002317268.1	ARO:3002943	0.941	323	19	0	1	323	1	323	2.22e-202	619
WP_002322211.1	ARO:3002867	1.0	164	0	0	1	164	1	164	3.797e-108	338
WP_002328813.1	ARO:3002844	1.0	214	0	0	1	214	1	214	4.532e-148	456
WP_002333496.1	ARO:3004085	1.0	267	0	0	1	267	1	267	3.3280000000000004e-178	546
WP_002387187.1	ARO:3000300	0.985	498	7	0	1	498	1	498	0.0	993
WP_002415638.1	ARO:3004470	1.0	542	0	0	1	542	1	542	0.0	1098
WP_002416070.1	ARO:3002956	0.929	268	19	0	1	268	1	268	3.0179999999999997e-171	526
WP_002437128.1	ARO:3004448	1.0	290	0	0	1	290	1	290	1.3150000000000001e-191	586
WP_002449123.1	ARO:3002830	1.0	522	0	0	1	522	1	522	0.0	1047
WP_002570989.1	ARO:3002686	1.0	207	0	0	1	207	1	207	8.72e-146	449
WP_002593938.1	ARO:3000013	1.0	342	0	0	1	342	1	342	8.987e-231	702
WP_002602099.1	ARO:3000196	0.987	639	8	0	1	639	1	639	0.0	1292
WP_002788004.1	ARO:3003616	1.0	253	0	0	1	253	1	253	8.871e-169	518
WP_002872036.1	ARO:3001773	1.0	257	0	0	1	257	1	257	8.09e-172	527
WP_002872405.1	ARO:3001476	1.0	248	0	0	1	248	1	248	1.23e-162	500
WP_002893358.1	ARO:3003605	1.0	249	0	0	1	249	1	249	1.1740000000000001e-163	503
WP_002914189.1	ARO:3003922	1.0	391	0	0	1	391	1	391	8.849e-256	777
WP_002934081.1	ARO:3003603	1.0	257	0	0	1	257	1	257	2.169e-169	520
WP_002977989.1	ARO:3004766	1.0	292	0	0	1	292	1	292	2.664e-193	591
WP_002979282.1	ARO:3000841	1.0	242	0	0	1	242	1	242	6.985000000000001e-166	509
WP_002988050.1	ARO:3000844	1.0	248	0	0	1	248	1	248	2.611e-171	525
WP_003013318.1	ARO:3004683	1.0	287	0	0	1	287	1	287	1.45e-197	603
WP_003020537.1	ARO:3002753	1.0	214	0	0	1	214	1	214	1.218e-145	449
WP_003023375.1	ARO:3004801	1.0	287	0	0	1	287	1	287	8.631e-195	595
WP_003097028.1	ARO:3003645	1.0	262	0	0	1	262	1	262	1.182e-178	547
WP_003099707.1	ARO:3001796	1.0	262	0	0	1	262	1	262	5.319e-179	548
WP_003101289.1	ARO:3002497	1.0	397	0	0	1	397	1	397	2.9420000000000003e-271	822
WP_003108247.1	ARO:3002272	1.0	266	0	0	1	266	1	266	3.827e-176	540
WP_003112709.1	ARO:3002679	1.0	212	0	0	1	212	1	212	1.533e-150	463
WP_003113011.1	ARO:3002645	0.992	268	2	0	1	268	1	268	5.857e-181	554
WP_003118203.1	ARO:3002507	1.0	397	0	0	1	397	1	397	2.9420000000000003e-271	822
WP_003119095.1	ARO:3002502	1.0	397	0	0	1	397	1	397	6.536e-271	821
WP_003121934.1	ARO:3002500	1.0	397	0	0	1	397	1	397	6.536e-271	821
WP_003126775.1	ARO:3002922	1.0	231	0	0	1	231	1	231	2.851e-153	472
WP_003126777.1	ARO:3002970	1.0	698	0	0	1	698	1	698	0.0	1422
WP_003126779.1	ARO:3002966	1.0	190	0	0	1	190	1	190	6.577e-132	408
WP_003132320.1	ARO:3005295	1.0	397	0	0	1	397	1	397	1.4520000000000002e-270	820
WP_003159191.1	ARO:3002577	1.0	184	0	0	1	184	1	184	4.757e-124	385
WP_003159545.1	ARO:3002573	1.0	183	0	0	1	183	1	183	8.334e-126	390
WP_003159548.1	ARO:3002192	1.0	246	0	0	1	246	1	246	1.555e-167	514
WP_003161965.1	ARO:3003643	1.0	262	0	0	1	262	1	262	2.393e-179	549
WP_003229862.1	ARO:3002627	1.0	284	0	0	1	284	1	284	2.32e-199	608
WP_003234144.1	ARO:3004476	1.0	547	0	0	1	547	1	547	0.0	1109
WP_003246254.1	ARO:3004541	1.0	306	0	0	1	306	1	306	2.581e-209	638
WP_003328240.1	ARO:3004747	1.0	268	0	0	1	268	1	268	1.08e-182	559
WP_003454325.1	ARO:3002629	1.0	285	0	0	1	285	1	285	1.201e-198	606
WP_003454408.1	ARO:3000556	0.979	640	13	0	1	640	1	640	0.0	1289
WP_003479690.1	ARO:3000180	0.983	420	7	0	1	420	1	420	8.608000000000001e-271	822
WP_003635403.1	ARO:3004603	1.0	389	0	0	1	389	1	389	2.0879999999999998e-262	796
WP_003651390.1	ARO:3001724	1.0	273	0	0	1	273	1	273	2.7680000000000003e-183	561
WP_003657002.1	ARO:3004761	1.0	313	0	0	1	313	1	313	2.979e-211	644
WP_003665544.1	ARO:3004762	1.0	313	0	0	1	313	2	314	2.979e-211	644
WP_003830525.1	ARO:3002036	1.0	381	0	0	1	381	1	381	6.458e-263	797
WP_003881640.1	ARO:3002524	1.0	195	0	0	1	195	1	195	6.906e-134	414
WP_003896589.1	ARO:3000181	1.0	419	0	0	1	419	1	419	3.6990000000000005e-271	823
WP_003899880.1	ARO:3002525	1.0	181	0	0	1	181	1	181	4.121e-124	385
WP_003900446.1	ARO:3000392	1.0	179	0	0	1	179	1	179	2.9869999999999997e-118	368
WP_003970239.1	ARO:3002657	0.996	307	1	0	1	307	1	307	3.5759999999999995e-206	629
WP_003971483.1	ARO:3002690	1.0	392	0	0	1	392	1	392	2.714e-252	767
WP_004099854.1	ARO:3002399	1.0	289	0	0	1	289	1	289	3.358e-189	579
WP_004130122.1	ARO:3002410	1.0	290	0	0	1	290	1	290	3.2069999999999997e-190	582
WP_004137840.1	ARO:3002416	1.0	291	0	0	1	291	1	291	3.3609999999999996e-190	582
WP_004143591.1	ARO:3005227	1.0	286	0	0	1	286	1	286	7.809999999999999e-187	572
WP_004152396.1	ARO:3002313	1.0	293	0	0	1	293	1	293	1.145e-194	595
WP_004176269.1	ARO:3001070	1.0	286	0	0	1	286	1	286	1.5809999999999998e-187	574
WP_004179754.1	ARO:3001086	1.0	286	0	0	1	286	1	286	3.5139999999999997e-187	573
WP_004183952.1	ARO:3001115	1.0	286	0	0	1	286	1	286	1.5809999999999998e-187	574
WP_004187529.1	ARO:3003017	1.0	165	0	0	1	165	1	165	8.862e-108	337
WP_004197546.1	ARO:3004856	1.0	288	0	0	1	288	1	288	7.121e-189	578
WP_004199234.1	ARO:3002312	1.0	293	0	0	1	293	1	293	5.152e-195	596
WP_004201164.1	ARO:3000589	1.0	270	0	0	1	270	1	270	1.187e-182	559
WP_004201260.1	ARO:3002723	1.0	214	0	0	1	214	1	214	2.463e-146	451
WP_004205995.1	ARO:3002439	1.0	286	0	0	1	286	1	286	3.5139999999999997e-187	573
WP_004236386.1	ARO:3002132	1.0	379	0	0	1	379	1	379	6.074e-254	771
WP_004240455.1	ARO:3002144	1.0	379	0	0	1	379	1	379	5.538999999999999e-255	774
WP_004245621.1	ARO:3000177	0.989	398	4	0	1	398	1	398	5.8750000000000005e-264	801
WP_004287923.1	ARO:3004795	1.0	288	0	0	1	288	1	288	9.047e-195	595
WP_004295324.1	ARO:3001777	1.0	274	0	0	1	274	1	274	4.872e-186	569
WP_004339683.1	ARO:3003002	1.0	321	0	0	1	321	1	321	8.785000000000001e-212	646
WP_004348227.1	ARO:3003003	1.0	321	0	0	1	321	1	321	8.785000000000001e-212	646
WP_004524931.1	ARO:3001772	1.0	269	0	0	1	269	1	269	2.0870000000000003e-184	564
WP_004547230.1	ARO:3001771	1.0	269	0	0	1	269	1	269	2.0870000000000003e-184	564
WP_004647119.1	ARO:3001738	1.0	276	0	0	1	276	1	276	1.729e-181	556
WP_004650739.1	ARO:3001751	1.0	284	0	0	1	284	1	284	9.029e-193	589
WP_004652049.1	ARO:3002566	1.0	146	0	0	1	146	1	146	4.617e-97	305
WP_004657207.1	ARO:3001741	1.0	280	0	0	1	280	1	280	2.4139999999999998e-188	576
WP_004680079.1	ARO:3004091	1.0	259	0	0	1	259	1	259	3.642e-173	531
WP_004683508.1	ARO:3001734	1.0	279	0	0	1	279	1	279	2.5279999999999997e-187	573
WP_004697403.1	ARO:3001736	1.0	274	0	0	1	274	1	274	2.6420000000000003e-184	564
WP_004714775.1	ARO:3003847	1.0	383	0	0	1	383	1	383	3.84e-261	792
WP_004715243.1	ARO:3001716	1.0	274	0	0	1	274	1	274	5.349e-185	566
WP_004725235.1	ARO:3001730	1.0	281	0	0	1	281	1	281	4.666e-190	581
WP_004728961.1	ARO:3001737	1.0	276	0	0	1	276	1	276	1.729e-181	556
WP_004738885.1	ARO:3001672	1.0	274	0	0	1	274	1	274	5.349e-185	566
WP_004746565.1	ARO:3003848	1.0	383	0	0	1	383	1	383	1.728e-261	793
WP_004773276.1	ARO:3004090	1.0	263	0	0	1	263	1	263	3.025e-177	543
WP_004776204.1	ARO:3001749	1.0	278	0	0	1	278	1	278	5.358999999999999e-187	572
WP_004792810.1	ARO:3001760	1.0	273	0	0	1	273	1	273	6.151e-183	560
WP_004814035.1	ARO:3001732	1.0	276	0	0	1	276	1	276	6.454000000000001e-184	563
WP_004816501.1	ARO:3001731	1.0	281	0	0	1	281	1	281	4.666e-190	581
WP_004825629.1	ARO:3001755	1.0	276	0	0	1	276	1	276	5.354e-186	569
WP_004856455.1	ARO:3000566	1.0	395	0	0	1	395	1	395	3.9940000000000003e-258	784
WP_004861468.1	ARO:3004087	1.0	266	0	0	1	266	1	266	6.426e-179	548
WP_004867933.1	ARO:3001763	1.0	279	0	0	1	279	1	279	1.137e-187	574
WP_004874306.1	ARO:3002569	0.597	143	57	0	1	142	1	143	4.9530000000000004e-55	184
WP_004878009.1	ARO:3001722	1.0	275	0	0	1	275	1	275	1.1349999999999999e-185	568
WP_004897444.1	ARO:3001733	1.0	276	0	0	1	276	1	276	6.454000000000001e-184	563
WP_004918308.1	ARO:3002523	1.0	178	0	0	1	178	1	178	4.754000000000001e-121	376
WP_004923134.1	ARO:3003854	1.0	397	0	0	1	397	1	397	3.879e-268	813
WP_004977701.1	ARO:3001735	1.0	275	0	0	1	275	1	275	5.6079999999999996e-185	566
WP_005011312.1	ARO:3001754	1.0	277	0	0	1	277	1	277	5.112e-187	572
WP_005025422.1	ARO:3001707	1.0	273	0	0	1	273	1	273	5.602e-184	563
WP_005034514.1	ARO:3001756	1.0	276	0	0	1	276	1	276	2.409e-186	570
WP_005041180.1	ARO:3001723	1.0	273	0	0	1	273	1	273	1.367e-182	559
WP_005047495.1	ARO:3001712	1.0	273	0	0	1	273	1	273	1.245e-183	562
WP_005069609.1	ARO:3001729	1.0	273	0	0	1	273	1	273	1.134e-184	565
WP_005076320.1	ARO:3001728	1.0	273	0	0	1	273	1	273	2.521e-184	564
WP_005081764.1	ARO:3002554	1.0	145	0	0	1	145	1	145	2.644e-94	297
WP_005087154.1	ARO:3001720	1.0	275	0	0	1	275	1	275	1.1349999999999999e-185	568
WP_005088661.1	ARO:3001721	1.0	275	0	0	1	275	1	275	2.523e-185	567
WP_005104969.1	ARO:3001695	1.0	273	0	0	1	273	1	273	3.663e-180	552
WP_005111033.1	ARO:3001717	1.0	274	0	0	1	274	1	274	1.083e-185	568
WP_005120067.1	ARO:3001648	1.0	274	0	0	1	274	1	274	2.6420000000000003e-184	564
WP_005132156.1	ARO:3001718	1.0	274	0	0	1	274	1	274	5.873000000000001e-184	563
WP_005139262.1	ARO:3001645	1.0	274	0	0	1	274	1	274	1.189e-184	565
WP_005164767.1	ARO:3003744	1.0	221	0	0	1	221	1	221	7.257000000000001e-155	476
WP_005185807.1	ARO:3001746	1.0	278	0	0	1	278	1	278	1.191e-186	571
WP_005201559.1	ARO:3001743	1.0	280	0	0	1	280	1	280	5.364e-188	575
WP_005208202.1	ARO:3002565	1.0	146	0	0	1	146	1	146	5.087e-96	302
WP_005209448.1	ARO:3001747	1.0	278	0	0	1	278	1	278	1.308e-185	568
WP_005220450.1	ARO:3001681	1.0	276	0	0	1	276	1	276	1.434e-183	562
WP_005227858.1	ARO:3001752	1.0	285	0	0	1	285	1	285	2.535e-190	582
WP_005238189.1	ARO:3001757	1.0	280	0	0	1	280	1	280	1.1919999999999998e-187	574
WP_005245537.1	ARO:3001739	1.0	276	0	0	1	276	1	276	1.575e-182	559
WP_005260134.1	ARO:3001750	1.0	278	0	0	1	278	1	278	5.358999999999999e-187	572
WP_005268230.1	ARO:3001740	1.0	276	0	0	1	276	1	276	1.575e-182	559
WP_005282462.1	ARO:3001753	1.0	285	0	0	1	285	1	285	5.634e-190	581
WP_005296085.1	ARO:3002567	1.0	146	0	0	1	146	1	146	1.132e-95	301
WP_005297378.1	ARO:3002703	1.0	391	0	0	1	391	1	391	1.846e-247	753
WP_005297518.1	ARO:3001761	1.0	278	0	0	1	278	1	278	1.191e-186	571
WP_005304617.1	ARO:3001759	1.0	273	0	0	1	273	1	273	6.151e-183	560
WP_005317413.1	ARO:3001758	1.0	280	0	0	1	280	1	280	4.886e-189	578
WP_005459715.1	ARO:3003174	1.0	283	0	0	1	283	1	283	1.251e-188	577
WP_005479236.1	ARO:3003151	1.0	283	0	0	1	283	1	283	1.251e-188	577
WP_005480402.1	ARO:3000481	0.951	369	18	0	165	533	1	369	1.465e-232	718
WP_005618523.1	ARO:3002995	1.0	305	0	0	1	305	1	305	4.3019999999999995e-203	620
WP_005808062.1	ARO:3000578	1.0	249	0	0	1	249	1	249	6.084999999999999e-171	524
WP_005813024.1	ARO:3003724	1.0	373	0	0	1	373	1	373	1.117e-252	767
WP_005816369.1	ARO:3003559	0.996	300	1	0	1	300	1	300	6.885e-204	622
WP_005826111.1	ARO:3002685	0.995	213	1	0	1	213	1	213	5.222e-146	450
WP_005827792.1	ARO:3002999	1.0	296	0	0	1	296	1	296	9.970999999999999e-198	604
WP_005880220.1	ARO:3002590	1.0	183	0	0	1	183	1	183	4.9890000000000006e-123	382
WP_006259855.1	ARO:3000843	1.0	246	0	0	1	246	1	246	2.608e-170	522
WP_006285581.1	ARO:3002925	1.0	231	0	0	1	231	1	231	2.851e-153	472
WP_006285582.1	ARO:3002936	1.0	365	0	0	1	365	1	365	2.551e-239	728
WP_006285584.1	ARO:3002958	1.0	293	0	0	1	293	1	293	3.8959999999999996e-198	605
WP_006285585.1	ARO:3002963	1.0	206	0	0	1	206	1	206	7.981e-138	426
WP_006285586.1	ARO:3002945	1.0	322	0	0	1	322	1	322	1.699e-213	651
WP_006285587.1	ARO:3002908	1.0	343	0	0	1	343	1	343	8.586e-232	705
WP_006285588.1	ARO:3002952	1.0	223	0	0	1	223	1	223	1.337e-157	484
WP_006391197.1	ARO:3001610	1.0	275	0	0	1	275	1	275	7.113e-191	583
WP_006555379.1	ARO:3004359	1.0	284	0	0	1	284	1	284	4.46e-192	587
WP_006744283.1	ARO:3000197	1.0	640	0	0	1	640	1	640	0.0	1281
WP_006745469.1	ARO:3000604	1.0	266	0	0	1	266	1	266	1.568e-177	544
WP_007286427.1	ARO:3000593	1.0	257	0	0	1	257	1	257	6.107e-175	536
WP_008265821.1	ARO:3002556	1.0	182	0	0	1	182	1	182	2.138e-123	383
