query	target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits
aac(3)-VIII	ARO:3002541	0.736	276	73	0	1	276	6	281	1.606e-131	412
aac(3)-VIII	ARO:3002544	0.704	275	81	0	1	275	6	280	7.332e-124	390
aac(3)-XI	ARO:3004699	0.395	54	32	0	78	131	107	160	2.809e-05	40
aac(3)-XI	ARO:3002567	0.294	77	48	0	43	111	35	111	0.0002344	37
aac(3)-XI	ARO:3002549	0.243	120	86	0	34	148	26	145	1.128e-05	41
aac(6')-Ib	ARO:3002581	0.984	190	3	0	9	198	11	200	1.14e-127	396
aac(6')-Ib	ARO:3002578	0.984	190	3	0	9	198	69	258	1.14e-127	396
aac(6')-Ib	ARO:3002580	0.978	190	4	0	9	198	11	200	7.568e-127	394
aac(6')-Ib3	ARO:3002576	0.988	175	2	0	1	175	10	184	4.553e-118	367
aac(6')-Ib3	ARO:3002581	0.988	175	2	0	1	175	29	203	4.553e-118	367
aac(6')-Ib3	ARO:3002578	0.988	175	2	0	1	175	87	261	4.553e-118	367
aadA11	ARO:3004704	0.894	263	28	0	1	263	1	263	1.524e-159	492
aadA11	ARO:3002608	0.89	263	29	0	1	263	1	263	1.3839999999999999e-158	489
aadA11	ARO:3003197	0.889	263	29	0	1	263	1	263	1.897e-158	489
aadA1b	ARO:3002601	0.947	263	14	0	1	263	1	263	4.815e-171	525
aadA1b	ARO:3004089	0.947	263	14	0	1	263	61	323	4.815e-171	525
aadA1b	ARO:3002621	0.941	256	15	0	8	263	4	259	6.976e-165	507
aadA23	ARO:3002620	0.957	240	10	0	1	240	20	259	1.508e-157	485
aadA23	ARO:3002619	0.956	240	11	0	1	240	24	263	2.066e-157	484
aadA23	ARO:3002618	0.953	240	11	0	1	240	24	263	7.294e-157	483
aadA24	ARO:3002621	0.905	249	24	0	3	251	11	259	6.09e-153	472
aadA24	ARO:3002620	0.903	249	24	0	3	251	11	259	1.568e-152	471
aadA24	ARO:3002608	0.9	249	25	0	3	251	15	263	7.585e-152	469
aadA2b	ARO:3002602	0.958	240	10	0	1	240	20	259	8.024e-158	486
aadA2b	ARO:3002603	0.945	240	13	0	1	240	24	263	3.208e-155	478
aadA2b	ARO:3002608	0.922	240	19	0	1	240	24	263	1.06e-150	465
aadA8	ARO:3002608	0.938	263	16	0	1	263	1	263	3.975e-169	520
aadA8	ARO:3004704	0.935	263	17	0	1	263	1	263	2.635e-168	517
aadA8	ARO:3002603	0.921	263	21	0	1	263	1	263	2.7100000000000003e-165	509
aadE-Cc	ARO:3002629	0.317	278	176	0	15	292	17	275	6.771e-37	139
aadE-Cc	ARO:3002626	0.314	279	178	0	14	292	14	273	2.326e-36	137
aadE-Cc	ARO:3002627	0.308	292	190	0	1	292	1	275	4.9729999999999996e-37	139
ampS	ARO:3004837	0.949	264	13	0	1	264	1	264	4.052e-172	528
ampS	ARO:3001407	0.945	264	14	0	1	264	1	264	2.687e-171	526
ampS	ARO:3003115	0.819	264	48	0	1	264	1	264	6.43e-144	447
aph(2'')-Ia	ARO:3002597	0.984	478	8	0	1	478	1	478	0.0	994
aph(2'')-Ia	ARO:3004191	0.794	286	59	0	199	484	12	296	1.681e-146	467
aph(2'')-Ia	ARO:3004629	0.7	174	52	0	5	178	4	177	5.388e-71	246
aph(2'')-Ih	ARO:3004191	0.89	297	33	0	1	297	1	297	8.472000000000001e-180	552
aph(2'')-Ih	ARO:3002597	0.792	281	58	0	12	292	199	479	8.046e-147	457
aph(2'')-Ih	ARO:3002669	0.259	278	205	0	9	285	19	296	3.714e-24	101
aph(3')-IIc	ARO:3002659	0.472	265	138	0	6	267	1	265	9.128000000000001e-69	230
aph(3')-IIc	ARO:3002657	0.274	266	190	0	6	268	40	305	3.7000000000000004e-26	106
aph(3')-IIc	ARO:3002658	0.258	262	187	0	3	255	37	298	3.5139999999999995e-22	94
aph(3')-Id	ARO:3002641	0.637	271	98	0	1	271	1	271	2.97e-107	342
aph(3')-Id	ARO:3002642	0.626	271	101	0	1	271	1	271	1.176e-104	334
aph(3')-Id	ARO:3002646	0.407	240	141	0	32	271	30	267	1.266e-48	172
aph(3')-VI	ARO:3002652	0.938	259	16	0	1	259	1	259	2.471e-166	511
aph(3')-VI	ARO:3003687	0.934	259	17	0	1	259	1	259	1.6380000000000001e-165	509
aph(3')-VI	ARO:3002653	0.893	259	28	0	1	259	1	259	6.915e-157	484
blaACC-1a	ARO:3001819	0.956	386	17	0	5	390	1	386	4.673e-256	778
blaACC-1a	ARO:3001815	0.956	386	17	0	5	390	1	386	6.404000000000001e-256	777
blaACC-1a	ARO:3001818	0.953	386	18	0	5	390	1	386	5.811e-255	775
blaACC-1b	ARO:3001819	0.955	386	17	0	5	390	1	386	1.203e-255	777
blaACC-1b	ARO:3001815	0.955	386	17	0	5	390	1	386	1.6479999999999999e-255	776
blaACC-1b	ARO:3001818	0.951	386	19	0	5	390	1	386	1.495e-254	773
blaACC-1c	ARO:3001819	0.954	386	18	0	5	390	1	386	2.2579999999999998e-255	776
blaACC-1c	ARO:3001815	0.954	386	18	0	5	390	1	386	3.0949999999999996e-255	775
blaACC-1c	ARO:3001818	0.951	386	19	0	5	390	1	386	2.808e-254	773
blaACC-1d	ARO:3001819	0.951	386	19	0	5	390	1	386	1.495e-254	773
blaACC-1d	ARO:3001815	0.951	386	19	0	5	390	1	386	2.049e-254	773
blaACC-1d	ARO:3001818	0.948	386	20	0	5	390	1	386	1.86e-253	770
blaACC-7	ARO:3001816	0.945	390	21	0	1	390	1	390	4.241e-255	775
blaACC-7	ARO:3001819	0.922	386	30	0	5	390	1	386	3.012e-245	747
blaACC-7	ARO:3001815	0.921	386	30	0	5	390	1	386	7.751e-245	745
blaB-10	ARO:3000579	0.913	248	21	0	1	248	2	249	5.823e-154	475
blaB-10	ARO:3003715	0.62	217	82	0	23	239	19	235	3.598e-81	265
blaB-10	ARO:3000840	0.579	233	98	0	8	240	7	239	4.457e-80	262
blaB-12	ARO:3000579	0.9	249	25	0	1	249	1	249	6.907e-152	469
blaB-12	ARO:3000840	0.591	224	91	0	19	241	16	239	7.888e-79	258
blaB-12	ARO:3003715	0.583	236	98	0	5	240	1	235	5.686e-82	267
blaB-13	ARO:3000579	0.896	249	26	0	1	249	1	249	3.3409999999999996e-151	467
blaB-13	ARO:3000840	0.587	224	92	0	19	241	16	239	3.8020000000000003e-78	256
blaB-13	ARO:3003715	0.579	236	99	0	5	240	1	235	2.7409999999999997e-81	265
blaB-14	ARO:3000579	0.941	248	15	0	1	248	2	249	1.0330000000000001e-159	492
blaB-14	ARO:3000840	0.604	221	87	0	21	240	19	239	6.1049999999999996e-80	261
blaB-14	ARO:3003715	0.566	239	102	0	1	239	1	235	8.362e-80	261
blaB-2	ARO:3000579	0.977	249	6	0	1	249	1	249	9.031e-168	515
blaB-2	ARO:3003715	0.585	228	94	0	13	240	9	235	3.07e-79	259
blaB-2	ARO:3000840	0.581	234	98	0	8	241	6	239	7.044e-81	264
blaB-3	ARO:3000579	0.972	249	7	0	1	249	1	249	8.209e-167	512
blaB-3	ARO:3003715	0.588	228	93	0	13	240	9	235	8.725e-80	261
blaB-3	ARO:3000840	0.58	234	98	0	8	241	6	239	1.3209999999999999e-80	263
blaB-5	ARO:3000579	0.909	249	23	0	1	249	1	249	8.365e-154	475
blaB-5	ARO:3003715	0.627	215	80	0	24	238	19	233	1.067e-81	267
blaB-5	ARO:3000840	0.612	218	84	0	24	241	22	239	3.395e-80	262
blaB-6	ARO:3000579	0.908	248	23	0	1	248	2	249	5.292e-153	472
blaB-6	ARO:3003715	0.62	217	82	0	23	239	19	235	2.6269999999999996e-81	265
blaB-6	ARO:3000840	0.579	233	98	0	8	240	7	239	4.457e-80	262
blaB-7	ARO:3000579	0.91	248	22	0	1	248	2	249	2.0550000000000001e-153	473
blaB-7	ARO:3003715	0.622	217	82	0	23	239	19	235	1.4e-81	266
blaB-7	ARO:3000840	0.575	233	99	0	8	240	7	239	2.149e-79	260
blaB-8	ARO:3000579	0.911	248	22	0	1	248	2	249	1.4990000000000001e-153	474
blaB-8	ARO:3003715	0.623	217	81	0	23	239	19	235	1.022e-81	267
blaB-8	ARO:3000840	0.576	233	98	0	8	240	7	239	1.569e-79	260
blaB-9	ARO:3000579	0.906	248	23	0	1	248	2	249	1.363e-152	471
blaB-9	ARO:3003715	0.62	217	82	0	23	239	19	235	2.6269999999999996e-81	265
blaB-9	ARO:3000840	0.579	233	98	0	8	240	7	239	4.457e-80	262
blaBEL4	ARO:3002385	0.942	283	16	0	1	283	1	283	3.13e-183	561
blaBEL4	ARO:3002386	0.94	283	17	0	1	283	1	283	1.104e-182	560
blaBEL4	ARO:3002387	0.937	283	18	0	1	283	1	283	3.896e-182	558
blaCARB-11	ARO:3002240	0.932	288	20	0	1	288	1	288	3.178e-184	565
blaCARB-11	ARO:3002242	0.932	288	20	0	1	288	17	304	4.3560000000000004e-184	564
blaCARB-11	ARO:3002241	0.925	288	22	0	1	288	1	288	1.913e-182	559
blaCARB-2	ARO:3002240	0.937	288	18	0	1	288	1	288	2.553e-185	568
blaCARB-2	ARO:3002242	0.936	288	18	0	1	288	17	304	3.499e-185	567
blaCARB-2	ARO:3002241	0.929	288	20	0	1	288	1	288	1.5370000000000001e-183	563
blaCARB-24	ARO:3003174	0.955	283	13	0	1	283	1	283	3.0459999999999998e-186	570
blaCARB-24	ARO:3003150	0.953	283	13	0	1	283	1	283	7.842e-186	569
blaCARB-24	ARO:3003175	0.953	283	13	0	1	283	1	283	1.075e-185	569
blaCARB-25	ARO:3003174	0.956	283	12	0	1	283	1	283	1.622e-186	571
blaCARB-25	ARO:3003150	0.955	283	13	0	1	283	1	283	4.175e-186	570
blaCARB-25	ARO:3003175	0.954	283	13	0	1	283	1	283	5.722e-186	569
blaCARB-26	ARO:3003174	0.954	283	13	0	1	283	1	283	5.722e-186	569
blaCARB-26	ARO:3003150	0.952	283	14	0	1	283	1	283	1.473e-185	568
blaCARB-26	ARO:3003175	0.952	283	14	0	1	283	1	283	2.019e-185	568
blaCARB-27	ARO:3002254	0.956	283	12	0	1	283	1	283	1.622e-186	571
blaCARB-27	ARO:3003174	0.955	283	13	0	1	283	1	283	3.0459999999999998e-186	570
blaCARB-27	ARO:3003150	0.953	283	13	0	1	283	1	283	7.842e-186	569
blaCARB-28	ARO:3003174	0.956	283	12	0	1	283	1	283	2.223e-186	571
blaCARB-28	ARO:3003150	0.954	283	13	0	1	283	1	283	5.722e-186	569
blaCARB-28	ARO:3003175	0.953	283	13	0	1	283	1	283	7.842e-186	569
blaCARB-29	ARO:3003174	0.956	283	12	0	1	283	1	283	2.223e-186	571
blaCARB-29	ARO:3003150	0.954	283	13	0	1	283	1	283	5.722e-186	569
blaCARB-29	ARO:3003175	0.953	283	13	0	1	283	1	283	7.842e-186	569
blaCARB-30	ARO:3003176	0.953	283	13	0	1	283	28	310	7.842e-186	569
blaCARB-30	ARO:3003174	0.952	283	14	0	1	283	1	283	2.019e-185	568
blaCARB-30	ARO:3003175	0.949	283	14	0	1	283	1	283	7.124e-185	566
blaCARB-31	ARO:3003174	0.951	283	14	0	1	283	1	283	2.7669999999999998e-185	567
blaCARB-31	ARO:3003175	0.949	283	14	0	1	283	1	283	9.764e-185	566
blaCARB-31	ARO:3002254	0.947	283	15	0	1	283	1	283	2.5140000000000004e-184	565
blaCARB-32	ARO:3003176	0.952	283	14	0	1	283	28	310	2.019e-185	568
blaCARB-32	ARO:3003150	0.948	283	15	0	1	283	1	283	1.3380000000000002e-184	565
blaCARB-32	ARO:3002254	0.946	283	15	0	1	283	1	283	4.722000000000001e-184	564
blaCARB-33	ARO:3003174	0.955	283	13	0	1	283	1	283	3.0459999999999998e-186	570
blaCARB-33	ARO:3003150	0.953	283	13	0	1	283	1	283	7.842e-186	569
blaCARB-33	ARO:3003175	0.953	283	13	0	1	283	1	283	1.075e-185	569
blaCARB-34	ARO:3003174	0.956	283	12	0	1	283	1	283	2.223e-186	571
blaCARB-34	ARO:3003150	0.954	283	13	0	1	283	1	283	5.722e-186	569
blaCARB-34	ARO:3003175	0.953	283	13	0	1	283	1	283	7.842e-186	569
blaCARB-35	ARO:3003174	0.955	283	13	0	1	283	1	283	4.175e-186	570
blaCARB-35	ARO:3003150	0.953	283	13	0	1	283	1	283	1.075e-185	569
blaCARB-35	ARO:3003175	0.952	283	14	0	1	283	1	283	1.473e-185	568
blaCARB-36	ARO:3003174	0.956	283	12	0	1	283	1	283	2.223e-186	571
blaCARB-36	ARO:3003150	0.954	283	13	0	1	283	1	283	5.722e-186	569
blaCARB-36	ARO:3003175	0.953	283	13	0	1	283	1	283	7.842e-186	569
blaCARB-38	ARO:3003174	0.952	283	14	0	1	283	1	283	1.473e-185	568
blaCARB-38	ARO:3003150	0.95	283	14	0	1	283	1	283	3.793e-185	567
blaCARB-38	ARO:3003175	0.95	283	14	0	1	283	1	283	5.1979999999999996e-185	567
blaCARB-40	ARO:3003150	0.955	283	13	0	1	283	1	283	4.175e-186	570
blaCARB-40	ARO:3002254	0.952	283	14	0	1	283	1	283	1.473e-185	568
blaCARB-40	ARO:3003176	0.951	283	14	0	1	283	28	310	2.7669999999999998e-185	567
blaCARB-41	ARO:3003174	0.957	283	12	0	1	283	1	283	1.183e-186	571
blaCARB-41	ARO:3003150	0.955	283	13	0	1	283	1	283	3.0459999999999998e-186	570
blaCARB-41	ARO:3003175	0.955	283	13	0	1	283	1	283	4.175e-186	570
blaCARB-42	ARO:3003175	0.856	283	41	0	1	283	1	283	4.1430000000000005e-163	503
blaCARB-42	ARO:3003174	0.854	283	41	0	1	283	1	283	1.461e-162	502
blaCARB-42	ARO:3003150	0.852	283	42	0	1	283	1	283	3.761e-162	501
blaCARB-43	ARO:3003174	0.955	283	13	0	1	283	1	283	4.175e-186	570
blaCARB-43	ARO:3003150	0.953	283	13	0	1	283	1	283	1.075e-185	569
blaCARB-43	ARO:3003175	0.952	283	14	0	1	283	1	283	1.473e-185	568
blaCARB-44	ARO:3003174	0.953	283	13	0	1	283	1	283	7.842e-186	569
blaCARB-44	ARO:3003150	0.952	283	14	0	1	283	1	283	2.019e-185	568
blaCARB-44	ARO:3003175	0.951	283	14	0	1	283	1	283	2.7669999999999998e-185	567
blaCARB-45	ARO:3003174	0.952	283	14	0	1	283	1	283	2.019e-185	568
blaCARB-45	ARO:3003150	0.95	283	14	0	1	283	1	283	5.1979999999999996e-185	567
blaCARB-45	ARO:3003175	0.949	283	14	0	1	283	1	283	7.124e-185	566
blaCARB-46	ARO:3003174	0.956	283	12	0	1	283	1	283	2.223e-186	571
blaCARB-46	ARO:3003150	0.954	283	13	0	1	283	1	283	5.722e-186	569
blaCARB-46	ARO:3003175	0.953	283	13	0	1	283	1	283	7.842e-186	569
blaCARB-47	ARO:3003174	0.953	283	13	0	1	283	1	283	7.842e-186	569
blaCARB-47	ARO:3003150	0.952	283	14	0	1	283	1	283	2.019e-185	568
blaCARB-47	ARO:3003175	0.951	283	14	0	1	283	1	283	2.7669999999999998e-185	567
blaCARB-48	ARO:3003174	0.953	283	13	0	1	283	1	283	7.842e-186	569
blaCARB-48	ARO:3003175	0.951	283	14	0	1	283	1	283	2.7669999999999998e-185	567
blaCARB-48	ARO:3002254	0.949	283	14	0	1	283	1	283	7.124e-185	566
blaCARB-49	ARO:3002255	0.945	298	16	0	1	298	1	298	7.078000000000001e-194	593
blaCARB-49	ARO:3002247	0.944	298	17	0	1	298	1	298	9.701e-194	593
blaCARB-49	ARO:3002244	0.942	298	17	0	1	298	1	298	3.4230000000000004e-193	591
blaCARB-50	ARO:3002240	0.931	288	20	0	1	288	1	288	5.970000000000001e-184	564
blaCARB-50	ARO:3002242	0.931	288	20	0	1	288	17	304	8.182000000000001e-184	563
blaCARB-50	ARO:3002241	0.924	288	22	0	1	288	1	288	3.594e-182	559
blaCMG	ARO:3002181	0.941	347	20	0	1	347	10	356	1.868e-225	687
blaCMG	ARO:3004745	0.941	347	20	0	1	347	10	356	2.5600000000000002e-225	687
blaCMG	ARO:3002180	0.939	347	21	0	1	347	10	356	6.589e-225	685
blaCMY-106	ARO:3003132	0.971	381	11	0	1	381	1	381	1.8e-257	781
blaCMY-106	ARO:3002024	0.971	381	11	0	1	381	1	381	2.467e-257	781
blaCMY-106	ARO:3002060	0.97	381	11	0	1	381	1	381	3.3809999999999996e-257	781
blaCMY-109	ARO:3002126	0.979	381	8	0	1	381	1	381	8.490999999999999e-260	788
blaCMY-109	ARO:3002059	0.97	381	11	0	1	381	1	381	3.3809999999999996e-257	781
blaCMY-109	ARO:3002129	0.969	381	12	0	1	381	1	381	6.348999999999999e-257	780
blaCMY-131	ARO:3002018	0.971	381	11	0	1	381	1	381	1.8e-257	781
blaCMY-131	ARO:3002043	0.969	381	12	0	1	381	1	381	6.348999999999999e-257	780
blaCMY-131	ARO:3002040	0.969	381	12	0	1	381	1	381	6.348999999999999e-257	780
blaCMY-2b	ARO:3002013	0.974	381	10	0	1	381	1	381	2.7180000000000003e-258	784
blaCMY-2b	ARO:3002036	0.971	381	11	0	1	381	1	381	1.8e-257	781
blaCMY-2b	ARO:3002041	0.971	381	11	0	1	381	1	381	2.467e-257	781
blaCMY-8b	ARO:3002019	0.957	382	16	0	1	382	1	382	1.28e-253	770
blaCMY-8b	ARO:3002020	0.956	382	17	0	1	382	1	382	3.294e-253	769
blaCMY-8b	ARO:3002182	0.955	382	17	0	1	382	1	382	4.515e-253	769
blaCTX-M-127	ARO:3001878	0.92	291	23	0	1	291	1	291	3.322e-183	562
blaCTX-M-127	ARO:3001943	0.917	291	24	0	1	291	1	291	1.606e-182	560
blaCTX-M-127	ARO:3001895	0.917	291	24	0	1	291	1	291	1.606e-182	560
blaCTX-M-138	ARO:3001864	0.921	291	23	0	1	291	1	291	1.769e-183	563
blaCTX-M-138	ARO:3003166	0.919	291	23	0	1	291	1	291	6.24e-183	561
blaCTX-M-138	ARO:3001898	0.919	291	23	0	1	291	1	291	6.24e-183	561
blaCTX-M-146	ARO:3001864	0.923	291	22	0	1	291	1	291	5.013e-184	564
blaCTX-M-146	ARO:3003166	0.921	291	23	0	1	291	1	291	1.769e-183	563
blaCTX-M-146	ARO:3001898	0.921	291	23	0	1	291	1	291	1.769e-183	563
blaCTX-M-150	ARO:3001878	0.917	291	24	0	1	291	1	291	1.606e-182	560
blaCTX-M-150	ARO:3001997	0.915	291	25	0	1	291	1	291	5.667e-182	558
blaCTX-M-150	ARO:3001943	0.914	291	25	0	1	291	1	291	7.767e-182	558
blaCTX-M-167	ARO:3001932	0.922	291	23	0	1	291	1	291	9.416000000000001e-184	563
blaCTX-M-167	ARO:3001896	0.922	291	23	0	1	291	1	291	1.29e-183	563
blaCTX-M-167	ARO:3001866	0.919	291	23	0	1	291	1	291	4.553e-183	561
blaCTX-M-168	ARO:3001881	0.927	291	21	0	1	291	1	291	7.565e-185	567
blaCTX-M-168	ARO:3001985	0.926	291	21	0	1	291	1	291	1.0370000000000001e-184	566
blaCTX-M-168	ARO:3001877	0.926	291	21	0	1	291	1	291	1.0370000000000001e-184	566
blaCTX-M-169	ARO:3001878	0.92	291	23	0	1	291	1	291	2.424e-183	562
blaCTX-M-169	ARO:3001956	0.919	291	23	0	1	291	1	291	6.24e-183	561
blaCTX-M-169	ARO:3001943	0.918	291	24	0	1	291	1	291	1.172e-182	560
blaCTX-M-170	ARO:3001878	0.92	291	23	0	1	291	1	291	3.322e-183	562
blaCTX-M-170	ARO:3001943	0.917	291	24	0	1	291	1	291	1.606e-182	560
blaCTX-M-170	ARO:3001895	0.917	291	24	0	1	291	1	291	1.606e-182	560
blaCTX-M-171	ARO:3001865	0.925	291	22	0	1	291	1	291	1.9470000000000003e-184	565
blaCTX-M-171	ARO:3001999	0.922	291	23	0	1	291	1	291	9.416000000000001e-184	563
blaCTX-M-171	ARO:3001906	0.922	291	23	0	1	291	1	291	9.416000000000001e-184	563
blaCTX-M-172	ARO:3001878	0.919	291	23	0	1	291	1	291	4.553e-183	561
blaCTX-M-172	ARO:3001962	0.918	291	24	0	1	291	1	291	1.172e-182	560
blaCTX-M-172	ARO:3001917	0.917	291	24	0	1	291	1	291	1.606e-182	560
blaCTX-M-173	ARO:3001878	0.92	291	23	0	1	291	1	291	3.322e-183	562
blaCTX-M-173	ARO:3001943	0.917	291	24	0	1	291	1	291	1.606e-182	560
blaCTX-M-173	ARO:3001895	0.917	291	24	0	1	291	1	291	1.606e-182	560
blaCTX-M-174	ARO:3001889	0.923	291	22	0	1	291	1	291	5.013e-184	564
blaCTX-M-174	ARO:3001988	0.922	291	23	0	1	291	1	291	1.29e-183	563
blaCTX-M-174	ARO:3001879	0.921	291	23	0	1	291	1	291	1.769e-183	563
blaCTX-M-175	ARO:3001864	0.922	291	23	0	1	291	1	291	9.416000000000001e-184	563
blaCTX-M-175	ARO:3003650	0.922	291	23	0	1	291	1	291	9.416000000000001e-184	563
blaCTX-M-175	ARO:3003166	0.92	291	23	0	1	291	1	291	3.322e-183	562
blaCTX-M-176	ARO:3001878	0.92	291	23	0	1	291	1	291	3.322e-183	562
blaCTX-M-176	ARO:3001943	0.917	291	24	0	1	291	1	291	1.606e-182	560
blaCTX-M-176	ARO:3001895	0.917	291	24	0	1	291	1	291	1.606e-182	560
blaCTX-M-177	ARO:3001866	0.918	291	24	0	1	291	1	291	1.172e-182	560
blaCTX-M-177	ARO:3001941	0.915	291	25	0	1	291	1	291	4.135e-182	559
blaCTX-M-177	ARO:3001995	0.915	291	25	0	1	291	1	291	4.135e-182	559
blaCTX-M-179	ARO:3001917	0.92	291	23	0	1	291	1	291	3.322e-183	562
blaCTX-M-179	ARO:3001878	0.918	291	24	0	1	291	1	291	1.172e-182	560
blaCTX-M-179	ARO:3001940	0.917	291	24	0	1	291	1	291	1.606e-182	560
blaCTX-M-180	ARO:3001878	0.918	291	24	0	1	291	1	291	8.552e-183	561
blaCTX-M-180	ARO:3001943	0.915	291	25	0	1	291	1	291	4.135e-182	559
blaCTX-M-180	ARO:3001895	0.915	291	25	0	1	291	1	291	4.135e-182	559
blaCTX-M-181	ARO:3001878	0.92	291	23	0	1	291	1	291	3.322e-183	562
blaCTX-M-181	ARO:3001997	0.918	291	24	0	1	291	1	291	1.172e-182	560
blaCTX-M-181	ARO:3001943	0.917	291	24	0	1	291	1	291	1.606e-182	560
blaCTX-M-182	ARO:3001878	0.921	291	23	0	1	291	1	291	1.769e-183	563
blaCTX-M-182	ARO:3001997	0.919	291	23	0	1	291	1	291	6.24e-183	561
blaCTX-M-182	ARO:3001943	0.918	291	24	0	1	291	1	291	8.552e-183	561
blaCTX-M-183	ARO:3001878	0.921	291	23	0	1	291	1	291	1.769e-183	563
blaCTX-M-183	ARO:3001943	0.918	291	24	0	1	291	1	291	8.552e-183	561
blaCTX-M-183	ARO:3001895	0.918	291	24	0	1	291	1	291	8.552e-183	561
blaCTX-M-184	ARO:3001878	0.919	291	23	0	1	291	1	291	4.553e-183	561
blaCTX-M-184	ARO:3001943	0.916	291	24	0	1	291	1	291	2.201e-182	559
blaCTX-M-184	ARO:3001895	0.916	291	24	0	1	291	1	291	2.201e-182	559
